row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2020VND,Giá trị giao dịch > 2019VND,Phải thu/(phải trả) tại ngày > 31/12/2020VND,Phải thu/(phải trả) tại ngày > 1/1/2020VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2020VND,numeric__Giá trị giao dịch > 2019VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2020VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2020VND
Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Bán hàng hóa,352.358.457,-,-,-,,352358457.0,,,
Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Phí hỗ trợ quản lý,5.174.364.010,4.576.729.011,2.778.795.592,2.678.874.657,,5174364010.0,4576729011.0,2778795592.0,2678874657.0
Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia sức,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia sức,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia sức,Bán hàng hóa,246.514.367,77.160.181,5.280.001,-,,246514367.0,77160181.0,5280001.0,
Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia sức,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia sức,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia sức,Phí hỗ trợ quản lý,5.113.037.786,5.709.464.606,2.636.848.112,3.005.475.157,,5113037786.0,5709464606.0,2636848112.0,3005475157.0
Công ty TNHH Một Thành viênProconco Cần Thơ,Công ty TNHH Một Thành viênProconco Cần Thơ,Công ty TNHH Một Thành viênProconco Cần Thơ,Bán hàng hóa,63.090.908,-,-,-,,63090908.0,,,
Công ty TNHH Một Thành viênProconco Cần Thơ,Công ty TNHH Một Thành viênProconco Cần Thơ,Công ty TNHH Một Thành viênProconco Cần Thơ,Phí hỗ trợ quản lý,2.218.852.516,2.411.943.046,1.143.397.827,1.269.531.065,,2218852516.0,2411943046.0,1143397827.0,1269531065.0
Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,Bán hàng hóa,19.636.363,-,-,-,,19636363.0,,,
Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,Phí hỗ trợ quản lý,1.273.739.897,1.284.195.718,657.801.465,676.273.315,,1273739897.0,1284195718.0,657801465.0,676273315.0
Công ty TNHH Sản xuất vàThương mại Proconco Hưng Yên,Công ty TNHH Sản xuất vàThương mại Proconco Hưng Yên,Công ty TNHH Sản xuất vàThương mại Proconco Hưng Yên,Bán hàng hóa,8.043.454,8.100.000,-,5.610.000,,8043454.0,8100000.0,,5610000.0
Công ty TNHH Sản xuất vàThương mại Proconco Hưng Yên,Công ty TNHH Sản xuất vàThương mại Proconco Hưng Yên,Công ty TNHH Sản xuất vàThương mại Proconco Hưng Yên,Phí hỗ trợ quản lý,264.268.445,124.649.821,137.079.999,66.007.008,,264268445.0,124649821.0,137079999.0,66007008.0
Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Bán hàng hóa,168.500.010,6.555.636,1.800.002,-,,168500010.0,6555636.0,1800002.0,
Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Phí hỗ trợ quản lý,8.634.102.192,9.406.249.966,4.562.023.846,5.009.393.771,,8634102192.0,9406249966.0,4562023846.0,5009393771.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Bán hàng hóa,1.946.570.540,471.970.785,22.632.600,116.949.047,,1946570540.0,471970785.0,22632600.0,116949047.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Bán tài sản cố định,-,3.654.510.255,-,1.372.172.193,,,3654510255.0,,1372172193.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Mua hàng hóa,52.469.330.268,783.539.872,(7.296.009.304),(137.149.487),,52469330268.0,783539872.0,-7296009304.0,-137149487.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Mua tài sản cố định,7.542.750.000,108.194.443,-,-,,7542750000.0,108194443.0,,
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Phí hỗ trợ quản lý,13.624.058.876,9.777.468.782,7.564.922.630,5.856.548.984,,13624058876.0,9777468782.0,7564922630.0,5856548984.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Trả trước tiền mua hàng,498.592.776,-,498.592.776,-,,498592776.0,,498592776.0,
Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Bán hàng hóa,22.816.576,-,25.098.232,-,,22816576.0,,25098232.0,
Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Mua hàng hóa,1.678.297.842,-,(949.631.340),-,,1678297842.0,,-949631340.0,
