row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2020VND,Giá trị giao dịch > 2019VND,Phải thu/(phải trả) tại ngày > 31/12/2020VND,Phải thu/(phải trả) tại ngày > 1/1/2020VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2020VND,numeric__Giá trị giao dịch > 2019VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2020VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2020VND
Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Bán hàng hóa,1.942.759.878,3.192.744,-,-,,1942759878.0,3192744.0,,
Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Hàng bán bị trả lại,-,1.194.673.977,-,-,,,1194673977.0,,
Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Ứng trước tiền mua hàng,-,146.127.485,-,146.127.485,,,146127485.0,,146127485.0
Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Mua hàng hóa,14.053.884.692,1.164.332.377,-,-,,14053884692.0,1164332377.0,,
Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Phí hỗ trợ quản lý,25.552.551.615,43.899.198.611,25.103.111.299,76.560.997.745,,25552551615.0,43899198611.0,25103111299.0,76560997745.0
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Bán hàng hóa,68.168.660,96.562.265,-,-,,68168660.0,96562265.0,,
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Trà lại hàng mua,-,56.122.834,-,-,,,56122834.0,,
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Mua hàng hóa và dịch vụ,96.100.000,41.850.264,(82.995.000),-,,96100000.0,41850264.0,-82995000.0,
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Phí hỗ trợ quản lý,4.181.202.965,3.422.504.715,4.566.907.528,3.901.450.010,,4181202965.0,3422504715.0,4566907528.0,3901450010.0
Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Bán hàng hóa,98.618.185,32.324.909,5.480.000,6.587.800,,98618185.0,32324909.0,5480000.0,6587800.0
Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Phí hỗ trợ quản lý,1.874.054.697,3.516.609.673,968.269.483,1.851.733.472,,1874054697.0,3516609673.0,968269483.0,1851733472.0
Công ty TNHH MNS FeedTiền Giang,Công ty TNHH MNS FeedTiền Giang,Công ty TNHH MNS FeedTiền Giang,Bán hàng hóa,12.909.091,-,-,-,,12909091.0,,,
Công ty TNHH MNS FeedTiền Giang,Công ty TNHH MNS FeedTiền Giang,Công ty TNHH MNS FeedTiền Giang,Phí hỗ trợ quản lý,1.016.708.669,1.072.868.060,525.670.141,565.193.852,,1016708669.0,1072868060.0,525670141.0,565193852.0
Công ty TNHH MNS Feed TháiNguyên,Công ty TNHH MNS Feed TháiNguyên,Công ty TNHH MNS Feed TháiNguyên,Bán hàng hóa,48.218.180,32.096.545,-,-,,48218180.0,32096545.0,,
Công ty TNHH MNS Feed TháiNguyên,Công ty TNHH MNS Feed TháiNguyên,Công ty TNHH MNS Feed TháiNguyên,Phí hỗ trợ quản lý,1.058.214.817,879.568.987,547.134.612,463.338.369,,1058214817.0,879568987.0,547134612.0,463338369.0
Công ty TNHH MNS FeedVĩnh Long,Công ty TNHH MNS FeedVĩnh Long,Công ty TNHH MNS FeedVĩnh Long,Bán hàng hóa,2.727.273,-,-,-,,2727273.0,,,
Công ty TNHH MNS FeedVĩnh Long,Công ty TNHH MNS FeedVĩnh Long,Công ty TNHH MNS FeedVĩnh Long,Phí hỗ trợ quản lý,305.774.592,1.121.192.828,158.544.470,590.657.722,,305774592.0,1121192828.0,158544470.0,590657722.0
Công ty TNHH MNS FeedHậu Giang,Công ty TNHH MNS FeedHậu Giang,Công ty TNHH MNS FeedHậu Giang,Bán hàng hóa,13.818.182,-,-,-,,13818182.0,,,
Công ty TNHH MNS FeedHậu Giang,Công ty TNHH MNS FeedHậu Giang,Công ty TNHH MNS FeedHậu Giang,Phí hỗ trợ quản lý,783.660.463,884.076.132,403.572.318,465.644.364,,783660463.0,884076132.0,403572318.0,465644364.0
Công ty TNHH MNS Feed NghệAn,Công ty TNHH MNS Feed NghệAn,Công ty TNHH MNS Feed NghệAn,Bán hàng hóa,81.883.635,40.491.636,-,-,,81883635.0,40491636.0,,
Công ty TNHH MNS Feed NghệAn,Công ty TNHH MNS Feed NghệAn,Công ty TNHH MNS Feed NghệAn,Phí hỗ trợ quản lý,1.066.209.157,1.386.854.782,550.479.112,730.275.716,,1066209157.0,1386854782.0,550479112.0,730275716.0
