row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2020VND,Giá trị giao dịch > 2019VND,Phải thu/(phải trả) tại ngày > 31/12/2020VND,Phải thu/(phải trả) tại ngày > 1/1/2020VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2020VND,numeric__Giá trị giao dịch > 2019VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2020VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2020VND
Công ty TNHH 3F VIỆT,Công ty TNHH 3F VIỆT,Công ty TNHH 3F VIỆT,Bán hàng hóa,120.288.000,-,209.501.600,-,,120288000.0,,209501600.0,
Công ty TNHH 3F VIỆT,Công ty TNHH 3F VIỆT,Công ty TNHH 3F VIỆT,Mua hàng hóa,2.097.500.000,-,(1.799.500.000),-,,2097500000.0,,-1799500000.0,
Công ty TNHH Khai thác Chế biểnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng sản Núi Pháo,Bán hàng hóa,1.364.967.124,1.366.258.009,86.774.470,75.409.765,,1364967124.0,1366258009.0,86774470.0,75409765.0
Công ty TNHH Khai thác Chế biểnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng sản Núi Pháo,Phí hỗ trợ quản lý,1.273.608.625,2.762.610.442,4.439.840.974,2.992.606.068,,1273608625.0,2762610442.0,4439840974.0,2992606068.0
Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Bán hàng hóa,122.360.755,3.642.299.383,-,3.302.403.296,,122360755.0,3642299383.0,,3302403296.0
Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Phí hỗ trợ quản lý,-,1.451.627.991,-,1.539.672.402,,,1451627991.0,,1539672402.0
Jinju Ham Company Limited,Jinju Ham Company Limited,Jinju Ham Company Limited,Mua hàng hóa và dịch vụ,226.085.500,1.681.890.570,(12.286.187),-,,226085500.0,1681890570.0,-12286187.0,
Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Bán hàng hóa,721.022.283.588,-,80.215.427.452,17.548.537.996,,721022283588.0,,80215427452.0,17548537996.0
Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Mua hàng hóa và dịch vụ,136.191.481.363,-,-,(120.000.000),,136191481363.0,,,-120000000.0
Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Phí hỗ trợ thuê văn phòng,12.406.997.483,-,1.23.116.341,-,,12406997483.0,,123116341.0,
Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Công ty Cổ phần Thương mạiDịch vụ Vincommerce,Chiết khấu thanh toán và các khoảnhỗ trợ bán hàng phải trả khác,3.566.107.138,-,-,-,,3566107138.0,,,
Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Bán hàng hóa,117.056.817,-,-,-,,117056817.0,,,
Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Mua hàng hóa,511.661.682,-,-,-,,511661682.0,,,
Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Phí hỗ trợ thuê văn phòng,1.054.215.907,-,-,,,1054215907.0,,,
Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Công ty TNHH Đầu tư Sản xuấtPhát triển Nông nghiệp Vineco,Thu trước tiền hàng,168.474.203,-,(168.474.203),-,,168474203.0,,-168474203.0,
