row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 VND,1/1/2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__1/1/2020 VND
Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),200,,16.023.158.439.128,14.462.772.196.285,200.0,,16023158439128.0,14462772196285.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,8.785.436.801.907,8.935.013.933.544,210.0,,8785436801907.0,8935013933544.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,10(b),6.927.734.374.092,7.655.716.876.592,215.0,,6927734374092.0,7655716876592.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,11(b),1.857.702.427.815,1.279.297.056.952,216.0,,1857702427815.0,1279297056952.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,5.273.809.928.250,4.156.809.070.021,220.0,,5273809928250.0,4156809070021.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,13,4.211.295.739.877,3.306.841.235.689,221.0,13.0,4211295739877.0,3306841235689.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,7.542.782.663.774,6.155.131.133.166,222.0,,7542782663774.0,6155131133166.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(3.331.486.923.897),(2.848.289.897.477),223.0,,-3331486923897.0,-2848289897477.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,1.062.514.188.373,849.967.834.332,227.0,14.0,1062514188373.0,849967834332.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,2.421.367.789.360,2.059.063.363.496,228.0,,2421367789360.0,2059063363496.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(1.358.853.600.987),(1.209.095.529.164),229.0,,-1358853600987.0,-1209095529164.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,15,14.517.800.560,-,230.0,15.0,14517800560.0,
Nguyên giá,Nguyên giá,Nguyên giá,231,,18.627.973.918,-,231.0,,18627973918.0,
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(4.110.173.358),-,232.0,,-4110173358.0,
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,441.990.679.037,561.015.382.299,240.0,,441990679037.0,561015382299.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,16,441.990.679.037,561.015.382.299,242.0,16.0,441990679037.0,561015382299.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,249.391.858.906,249.391.858.906,250.0,,249391858906.0,249391858906.0
Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,252,8(c),249.391.858.906,249.391.858.906,252.0,,249391858906.0,249391858906.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,1.258.011.370.468,560.541.951.515,260.0,,1258011370468.0,560541951515.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,17,705.514.305.140,175.226.896.814,261.0,17.0,705514305140.0,175226896814.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,18,230.398.418.399,167.181.054.605,262.0,18.0,230398418399.0,167181054605.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,19,322.098.646.929,218.134.000.096,269.0,19.0,322098646929.0,218134000096.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,25.533.406.553.025,20.469.607.311.898,270.0,,25533406553025.0,20469607311898.0
