row_label_raw,row_label_full,col_0,31.12.2019Triệu VND,31.12.2018Triệu VND,numeric__31.12.2019Triệu VND,numeric__31.12.2018Triệu VND
Thương mại,Thương mại,Thương mại,50.286.592,45.966.062,50286592.0,45966062.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",944.875,871.076,944875.0,871076.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,23.992.177,23.647.933,23992177.0,23647933.0
Xây dựng,Xây dựng,Xây dựng,12.463.481,10.910.523,12463481.0,10910523.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,5.686.841,4.555.122,5686841.0,4555122.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",2.803.690,2.718.254,2803690.0,2718254.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,695.851,545.873,695851.0,545873.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,4.589.815,3.534.541,4589815.0,3534541.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.563.235,2.702.848,2563235.0,2702848.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,16.905,12.147,16905.0,12147.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,164.657.079,135.062.841,164657079.0,135062841.0
,,,268.700.541,230.527.220,268700541.0,230527220.0
