row_label_raw,row_label_full,31 tháng 12 năm 2019,Miền Bắc Triệu VND > 31 tháng 12 năm 2019,Miền Trung Triệu VND > 31 tháng 12 năm 2019,Miền Nam Triệu VND > 31 tháng 12 năm 2019,Loại trừ Triệu VND > 31 tháng 12 năm 2019,Tổng cộng Triệu VND > 31 tháng 12 năm 2019,numeric__Miền Bắc Triệu VND > 31 tháng 12 năm 2019,numeric__Miền Trung Triệu VND > 31 tháng 12 năm 2019,numeric__Miền Nam Triệu VND > 31 tháng 12 năm 2019,numeric__Loại trừ Triệu VND > 31 tháng 12 năm 2019,numeric__Tổng cộng Triệu VND > 31 tháng 12 năm 2019
Tài sản,Tài sản,Tài sản,69.335.711,35.652.657,391.369.827,(112.843.756),383.514.439,69335711.0,35652657.0,391369827.0,-112843756.0,383514439.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,68.098.391,35.148.260,363.126.997,(110.624.568),355.749.080,68098391.0,35148260.0,363126997.0,-110624568.0,355749080.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,1.237.321,504.397,5.812.285,(38.067),7.515.936,1237321.0,504397.0,5812285.0,-38067.0,7515936.0
,,,Miền Bắc Triệu VND,Miền Trung Triệu VND,Miền Nam Triệu VND,Loại trừ Triệu VND,Tổng cộng Triệu VND,,,,,
31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,,,,,
Tài sản,31 tháng 12 năm 2018 > Tài sản,Tài sản,62.894.523,29.183.059,343.578.555,(106.322.896),329.333.241,62894523.0,29183059.0,343578555.0,-106322896.0,329333241.0
Nợ phải trả,31 tháng 12 năm 2018 > Nợ phải trả,Nợ phải trả,61.808.122,28.846.588,321.716.194,(104.055.562),308.315.342,61808122.0,28846588.0,321716194.0,-104055562.0,308315342.0
Kết quả kinh doanh bộ phận,31 tháng 12 năm 2018 > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,1.086.402,336.472,5.050.423,(84.726),6.388.571,1086402.0,336472.0,5050423.0,-84726.0,6388571.0
