row_label_raw,row_label_full,col_0,2019Triệu VND,2018Triệu VNDTrình bày lại,numeric__2019Triệu VND,numeric__2018Triệu VNDTrình bày lại
Số lượng nhân viên bình quân (người) (i)Thu nhập của nhân viên,Số lượng nhân viên bình quân (người) (i)Thu nhập của nhân viên,Số lượng nhân viên bình quân (người) (i)Thu nhập của nhân viên,10.913,10.509,10913.0,10509.0
Tổng quỹ lương,Tổng quỹ lương,Tổng quỹ lương,1.634.156,1.615.411,1634156.0,1615411.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,1.575.267,1.094.540,1575267.0,1094540.0
Tổng thu nhập,Tổng thu nhập,Tổng thu nhập,3.209.423,2.709.951,3209423.0,2709951.0
Tiền lương bình quân/người/năm,Tiền lương bình quân/người/năm,Tiền lương bình quân/người/năm,150,154,150.0,154.0
Thu nhập bình quân/người/năm,Thu nhập bình quân/người/năm,Thu nhập bình quân/người/năm,294,258,294.0,258.0
