row_label_raw,row_label_full,VND,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,numeric__USD,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Khác,numeric__Tổng cộng
5.510.464,5.510.464,5.510.464,782.785,91.721,10.169,10.320,11.400,16.987,3.966,6.437.812,782785.0,91721.0,10169.0,10320.0,11400.0,16987.0,3966.0,6437812.0
9.677.027,9.677.027,9.677.027,743.279,-,-,-,-,-,-,10.420.306,743279.0,,,,,,,10420306.0
21.272.874,21.272.874,21.272.874,7.127.595,-,131.698,1.861.498,16.223,4.757,27.468,30.442.113,7127595.0,,131698.0,1861498.0,16223.0,4757.0,27468.0,30442113.0
3.145.903,3.145.903,3.145.903,-,-,-,-,-,-,-,3.145.903,,,,,,,,3145903.0
8.439.420,8.439.420,8.439.420,(7.332.155),-,64.955,(1.498.443),-,(12.436),426.412,87.753,-7332155.0,,64955.0,-1498443.0,,-12436.0,426412.0,87753.0
261.404.653,261.404.653,261.404.653,7.149.128,146.506,254,-,-,-,-,268.700.541,7149128.0,146506.0,254.0,,,,,268700541.0
56.423.025,56.423.025,56.423.025,-,-,-,-,-,-,-,56.423.025,,,,,,,,56423025.0
103.268,103.268,103.268,-,-,-,-,-,-,-,103.268,,,,,,,,103268.0
3.770.219,3.770.219,3.770.219,-,-,-,-,-,-,-,3.770.219,,,,,,,,3770219.0
361.676,361.676,361.676,-,-,-,-,-,-,-,361.676,,,,,,,,361676.0
8.043.181,8.043.181,8.043.181,447.901,3.244,6,4,-,9,5,8.494.350,447901.0,3244.0,6.0,4.0,,9.0,5.0,8494350.0
378.151.710,378.151.710,378.151.710,8.918.533,241.471,207.082,373.379,27.623,9.317,457.851,388.386.966,8918533.0,241471.0,207082.0,373379.0,27623.0,9317.0,457851.0,388386966.0
17.450.831,17.450.831,17.450.831,1.797.741,-,-,-,-,-,-,19.248.572,1797741.0,,,,,,,19248572.0
298.540.144,298.540.144,298.540.144,9.143.311,-,124.972,284.897,22.766,1.312,11.989,308.129.391,9143311.0,,124972.0,284897.0,22766.0,1312.0,11989.0,308129391.0
128.850,128.850,128.850,-,-,-,27.297,-,-,-,156.147,,,,27297.0,,,,156147.0
20.830.836,20.830.836,20.830.836,-,-,-,-,-,-,-,20.830.836,,,,,,,,20830836.0
6.940.771,6.940.771,6.940.771,397.141,-,19.779,9.180,4.583,3.982,8.698,7.384.134,397141.0,,19779.0,9180.0,4583.0,3982.0,8698.0,7384134.0
27.765.359,27.765.359,27.765.359,-,-,-,-,-,-,-,27.765.359,,,,,,,,27765359.0
371.656.791,371.656.791,371.656.791,11.338.193,-,144.751,321.374,27.349,5.294,20.687,383.514.439,11338193.0,,144751.0,321374.0,27349.0,5294.0,20687.0,383514439.0
6.494.919,6.494.919,6.494.919,(2.419.660),241.471,62.331,52.005,274,4.023,437.164,4.872.527,-2419660.0,241471.0,62331.0,52005.0,274.0,4023.0,437164.0,4872527.0
(7.790.578),(7.790.578),(7.790.578),(3.813.241),-,(166.388),(101.996),(752),(4.619),(387.323),(12.264.897),-3813241.0,,-166388.0,-101996.0,-752.0,-4619.0,-387323.0,-12264897.0
(1.295.659),(1.295.659),(1.295.659),(6.232.901),241.471,(104.057),(49.991),(478),(596),49.841,(7.392.370),-6232901.0,241471.0,-104057.0,-49991.0,-478.0,-596.0,49841.0,-7392370.0
