row_label_raw,row_label_full,col_0,31.12.2019Triệu VND,31.12.2018Triệu VND,numeric__31.12.2019Triệu VND,numeric__31.12.2018Triệu VND
Trái phiếu,Trái phiếu,Trái phiếu,Trái phiếu,Trái phiếu,,
- Trái phiếu thời hạn một năm do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn một năm do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn một năm do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),219.000,542.000,219000.0,542000.0
- Trái phiếu thời hạn một năm một ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn một năm một ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn một năm một ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),282.000,19.000,282000.0,19000.0
- Trái phiếu thời hạn một năm hai ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn một năm hai ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn một năm hai ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),-,179.000,,179000.0
- Trái phiếu thời hạn một năm ba ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn một năm ba ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn một năm ba ngày do ACBS phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),-,134.000,,134000.0
- Trái phiếu thời hạn hai năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn hai năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn hai năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),3.491.170,-,3491170.0,
- Trái phiếu thời hạn ba năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn ba năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn ba năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),9.133.417,2.195.801,9133417.0,2195801.0
- Trái phiếu thời hạn năm năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn năm năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn năm năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),1.485.213,-,1485213.0,
- Trái phiếu thời hạn năm một ngày do Ngân hàngphát hành (mệnh giá 100.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn năm một ngày do Ngân hàngphát hành (mệnh giá 100.000.000 VND/trái phiếu),- Trái phiếu thời hạn năm một ngày do Ngân hàngphát hành (mệnh giá 100.000.000 VND/trái phiếu),2.000.000,2.000.000,2000000.0,2000000.0
- Trái phiếu thời hạn mười năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn mười năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn mười năm do Ngân hàng phát hành(mệnh giá 1.000.000.000 VND/trái phiếu),2.366.419,2.167.117,2366419.0,2167117.0
- Trái phiếu thời hạn mười năm một ngày do Ngân hàngphát hành (mệnh giá 1.000.000.000 VND/trái phiếu),Trái phiếu > - Trái phiếu thời hạn mười năm một ngày do Ngân hàngphát hành (mệnh giá 1.000.000.000 VND/trái phiếu),- Trái phiếu thời hạn mười năm một ngày do Ngân hàngphát hành (mệnh giá 1.000.000.000 VND/trái phiếu),1.054.000,1.054.000,1054000.0,1054000.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,,
- Chứng chỉ tiền gửi thời hạn một năm(mệnh giá 1.000.000.000 VND/chứng chỉ),Chứng chỉ tiền gửi > - Chứng chỉ tiền gửi thời hạn một năm(mệnh giá 1.000.000.000 VND/chứng chỉ),- Chứng chỉ tiền gửi thời hạn một năm(mệnh giá 1.000.000.000 VND/chứng chỉ),799.617,-,799617.0,
,,,20.830.836,8.290.918,20830836.0,8290918.0
