row_label_raw,row_label_full,col_0,Dự phòng cụ thểTriệu VND,numeric__Dự phòng cụ thểTriệu VND
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,153.761,153761.0
Hoàn nhập trong năm (Thuyết minh 32),Hoàn nhập trong năm (Thuyết minh 32),Hoàn nhập trong năm (Thuyết minh 32),(13.369),-13369.0
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,140.392,140392.0
Hoàn nhập trong năm (Thuyết minh 32),Hoàn nhập trong năm (Thuyết minh 32),Hoàn nhập trong năm (Thuyết minh 32),(39.878),-39878.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,100.514,100514.0
