row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty TNHH MTV Toyota Tây Ninh,- Công ty TNHH MTV Toyota Tây Ninh,- Công ty TNHH MTV Toyota Tây Ninh,Tây Ninh,Dịch vụ thương mại,"66,56%","100,00%",,,0.6656,1.0
- Công ty TNHH Kinh doanh Ô tô Tasco,- Công ty TNHH Kinh doanh Ô tô Tasco,- Công ty TNHH Kinh doanh Ô tô Tasco,Hà Nội,Dịch vụ thương mại,"64,13%","100,00%",,,0.6413,1.0
- Công ty TNHH Dịch vụ ô tô Carpla,- Công ty TNHH Dịch vụ ô tô Carpla,- Công ty TNHH Dịch vụ ô tô Carpla,Hà Nội,Dịch vụ thương mại,"65,79%","100,00%",,,0.6579,1.0
- Công ty TNHH G-Lynk Hà Nội,- Công ty TNHH G-Lynk Hà Nội,- Công ty TNHH G-Lynk Hà Nội,Hà Nội,Dịch vụ thương mại,"58,51%","100,00%",,,0.5851,1.0
- Công ty TNHH Stargo,- Công ty TNHH Stargo,- Công ty TNHH Stargo,Hà Nội,Dịch vụ thương mại,"64,41%","100,00%",,,0.6441,1.0
- Công ty TNHH Truyền thông Carpla,- Công ty TNHH Truyền thông Carpla,- Công ty TNHH Truyền thông Carpla,Hà Nội,Dịch vụ thương mại,"65,79%","100,00%",,,0.6579,1.0
- Công ty TNHH Carpla Services Đông Nam Bộ,- Công ty TNHH Carpla Services Đông Nam Bộ,- Công ty TNHH Carpla Services Đông Nam Bộ,Hồ Chí Minh,Dịch vụ thương mại,"60,30%","100,00%",,,0.603,1.0
- Công ty cổ phần Tasco Auto Đà Nẵng,- Công ty cổ phần Tasco Auto Đà Nẵng,- Công ty cổ phần Tasco Auto Đà Nẵng,Đà Nẵng,Dịch vụ thương mại,"89,34%","100,00%",,,0.8934000000000001,1.0
- Công ty cổ phần Tasco Auto Tây Sài Gòn,- Công ty cổ phần Tasco Auto Tây Sài Gòn,- Công ty cổ phần Tasco Auto Tây Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"76,66%","97,50%",,,0.7666,0.975
- Công ty TNHH VETC Digital,- Công ty TNHH VETC Digital,- Công ty TNHH VETC Digital,Hà Nội,Công nghệ thông tin,"65,79%","100,00%",,,0.6579,1.0
