row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,27.859.090.416.242,12.304.365.044.699,,100.0,,27859090416242.0,12304365044699.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,4.843.287.293.754,2.876.158.716.774,,110.0,,4843287293754.0,2876158716774.0
1.,1.,1.,Tiền,111,,2.764.761.087.606,2.287.981.707.808,,111.0,,2764761087606.0,2287981707808.0
2.,2.,2.,Các khoản tương đương tiền,112,,2.078.526.206.148,588.177.008.966,,112.0,,2078526206148.0,588177008966.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.724.948.605.821,567.615.627.606,,120.0,,1724948605821.0,567615627606.0
1.,1.,1.,Chứng khoán kinh doanh,121,V.2.1,51.002.052.543,28.274.992.543,,121.0,,51002052543.0,28274992543.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,V.2.1,(8.910.000.000),(17.170.413.738),,122.0,,-8910000000.0,-17170413738.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2.2.1,1.682.856.553.278,556.511.048.801,,123.0,,1682856553278.0,556511048801.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,14.752.255.721.049,5.493.836.857.775,,130.0,,14752255721049.0,5493836857775.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3.1,4.016.280.804.006,1.618.813.796.668,,131.0,,4016280804006.0,1618813796668.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4.1,2.359.269.827.404,759.717.289.768,,132.0,,2359269827404.0,759717289768.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,V.5.1,1.363.851.134.593,29.799.000.000,,135.0,,1363851134593.0,29799000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,V.6.1,7.398.921.841.371,3.241.928.490.359,,136.0,,7398921841371.0,3241928490359.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(386.167.436.373),(156.421.719.020),,137.0,,-386167436373.0,-156421719020.0
6.,6.,6.,Tài sản thiếu chờ xử lý,139,,99.550.048,-,,139.0,,99550048.0,
IV.,IV.,IV.,Hàng tồn kho,140,V.8,5.935.906.215.498,3.177.372.538.020,,140.0,,5935906215498.0,3177372538020.0
1.,1.,1.,Hàng tồn kho,141,,5.969.632.091.127,3.180.337.280.522,,141.0,,5969632091127.0,3180337280522.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(33.725.875.629),(2.964.742.502),,149.0,,-33725875629.0,-2964742502.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,602.692.580.120,189.381.304.524,,150.0,,602692580120.0,189381304524.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.9.1,154.925.196.206,48.589.052.714,,151.0,,154925196206.0,48589052714.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,416.404.594.794,89.638.042.831,,152.0,,416404594794.0,89638042831.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.18.2,31.362.789.120,51.154.208.979,,153.0,,31362789120.0,51154208979.0
