row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,,1.762.648.160.000,330.200.500.000,,31.0,,1762648160000.0,330200500000.0
2.,III. > 2.,2.,"Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",32,,(1.895.000.000),(970.200.000.000),,32.0,,-1895000000.0,-970200000000.0
3.,III. > 3.,3.,Tiền thu từ đi vay,33,VII.1,29.180.436.372.969,21.169.562.271.025,,33.0,,29180436372969.0,21169562271025.0
4.,III. > 4.,4.,Tiền trả nợ gốc vay,34,VII.2,(25.713.869.745.310),(20.090.767.668.493),,34.0,,-25713869745310.0,-20090767668493.0
5.,III. > 5.,5.,Tiền trả nợ gốc thuê tài chính,35,,(12.922.935.732),(20.163.817.610),,35.0,,-12922935732.0,-20163817610.0
6.,III. > 6.,6.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(81.684.574.270),(131.098.429.530),,36.0,,-81684574270.0,-131098429530.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,5.132.712.277.657,287.532.855.392,,40.0,,5132712277657.0,287532855392.0
,,,Lưu chuyển tiền thuần trong năm,50,,1.967.030.520.158,1.174.524.326.293,,50.0,,1967030520158.0,1174524326293.0
,,,Tiền và tương đương tiền đầu năm,60,V.1,2.876.158.716.774,1.701.723.734.047,,60.0,,2876158716774.0,1701723734047.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,98.056.822,(89.343.566),,61.0,,98056822.0,-89343566.0
,,,Tiền và tương đương tiền cuối năm,70,V.1,4.843.287.293.754,2.876.158.716.774,,70.0,,4843287293754.0,2876158716774.0
