row_label_raw,row_label_full,col_0,Trang,numeric__Trang
THÔNG TIN VỀ CÔNG TY,THÔNG TIN VỀ CÔNG TY,THÔNG TIN VỀ CÔNG TY,2,2.0
BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,3,3.0
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4,4.0
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,5 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,8,8.0
BÁO CÁO LƯU CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỀN TIỀN TỆ HỢP NHẤT,9 - 10,
BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,11 - 67,
