row_label_raw,row_label_full,Dự án Khu dân cư Nam Cầu Cẩm Lệ,Số cuối năm > 586.033.011.686,Số đầu năm > 585.889.349.048,numeric__Số cuối năm > 586.033.011.686,numeric__Số đầu năm > 585.889.349.048
Dự án Khu nhà ở Tam Bình - Hiệp Bình Phước,Dự án Khu nhà ở Tam Bình - Hiệp Bình Phước,Dự án Khu nhà ở Tam Bình - Hiệp Bình Phước,41.268.261.307,41.268.261.307,41268261307.0,41268261307.0
Dự án điện mặt trời,Dự án điện mặt trời,Dự án điện mặt trời,28.503.551.981,142.119.679.444,28503551981.0,142119679444.0
Hệ thống showroom,Hệ thống showroom,Hệ thống showroom,121.957.389.538,29.370.589.117,121957389538.0,29370589117.0
"Chi phí sản xuất, kinh doanh dở dang khác","Chi phí sản xuất, kinh doanh dở dang khác","Chi phí sản xuất, kinh doanh dở dang khác",80.225.674.340,37.934.874.790,80225674340.0,37934874790.0
Cộng,Cộng,Cộng,857.987.888.852,836.582.753.706,857987888852.0,836582753706.0
