row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,36.380.231.520.433,30.248.751.019.243,,1.0,,36380231520433.0,30248751019243.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,62.793.992.370,19.865.959.759,,2.0,,62793992370.0,19865959759.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,36.317.437.528.063,30.228.885.059.484,,10.0,,36317437528063.0,30228885059484.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,32.943.734.827.517,27.554.726.149.903,,11.0,,32943734827517.0,27554726149903.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,3.373.702.700.546,2.674.158.909.581,,20.0,,3373702700546.0,2674158909581.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,1.269.229.335.104,874.739.630.652,,21.0,,1269229335104.0,874739630652.0
7.,7.,7.,Chi phí tài chính,22,VI.4,1.144.856.298.192,706.004.285.205,,22.0,,1144856298192.0,706004285205.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,932.240.531.785,623.497.739.767,,23.0,,932240531785.0,623497739767.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(36.110.054.093),(25.147.933.571),,24.0,,-36110054093.0,-25147933571.0
9.,9.,9.,Chi phí bán hàng,25,VI.5,1.377.370.990.474,1.128.818.122.835,,25.0,,1377370990474.0,1128818122835.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.6,1.567.253.558.240,1.393.438.088.958,,26.0,,1567253558240.0,1393438088958.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,517.341.134.651,295.490.109.664,,30.0,,517341134651.0,295490109664.0
12.,12.,12.,Thu nhập khác,31,,332.568.984.884,162.168.008.767,,31.0,,332568984884.0,162168008767.0
13.,13.,13.,Chi phí khác,32,,61.911.637.148,31.835.557.627,,32.0,,61911637148.0,31835557627.0
14.,14.,14.,Lợi nhuận khác,40,,270.657.347.736,130.332.451.140,,40.0,,270657347736.0,130332451140.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,787.998.482.387,425.822.560.804,,50.0,,787998482387.0,425822560804.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.8,385.255.634.208,114.171.611.453,,51.0,,385255634208.0,114171611453.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,(227.520.641.777),6.903.859.260,,52.0,,-227520641777.0,6903859260.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,630.263.489.956,304.747.090.091,,60.0,,630263489956.0,304747090091.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,492.181.070.574,156.254.905.986,,61.0,,492181070574.0,156254905986.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,138.082.419.382,148.492.184.105,,62.0,,138082419382.0,148492184105.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.09,"516,35","174,06",,70.0,,516.35,174.06
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,"516,35","145,05",,71.0,,516.35,145.05
