row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty TNHH BOT Hùng Thắng Phú Thọ,Công ty TNHH BOT Hùng Thắng Phú Thọ,Công ty TNHH BOT Hùng Thắng Phú Thọ,Công ty liên kết,
Công ty cổ phần NVT Holdings,Công ty cổ phần NVT Holdings,Công ty cổ phần NVT Holdings,Công ty liên kết,
Công ty cổ phần Toyota Đông Sài Gòn,Công ty cổ phần Toyota Đông Sài Gòn,Công ty cổ phần Toyota Đông Sài Gòn,Công ty liên kết đến ngày 21/04/2025,
Công ty cổ phần Tasco Auto Sài Gòn(Trước đó: Công ty cổ phần Đầu tưThương mại Dịch vụ Ô tô Nam Sài Gòn),Công ty cổ phần Tasco Auto Sài Gòn(Trước đó: Công ty cổ phần Đầu tưThương mại Dịch vụ Ô tô Nam Sài Gòn),Công ty cổ phần Tasco Auto Sài Gòn(Trước đó: Công ty cổ phần Đầu tưThương mại Dịch vụ Ô tô Nam Sài Gòn),"Công ty liên kết, trở thành Công ty con từ ngày 28/02/2025",
Công ty TNHH Savico Quảng Nam,Công ty TNHH Savico Quảng Nam,Công ty TNHH Savico Quảng Nam,Công ty liên kết,
Công ty cổ phần Dịch vụ Sài Gòn Ô tôGia Định,Công ty cổ phần Dịch vụ Sài Gòn Ô tôGia Định,Công ty cổ phần Dịch vụ Sài Gòn Ô tôGia Định,Công ty liên kết đến ngày 29/12/2025,
Công ty cổ phần Đầu tư Tri Thức TươngLai,Công ty cổ phần Đầu tư Tri Thức TươngLai,Công ty cổ phần Đầu tư Tri Thức TươngLai,Công ty liên kết,
Công ty cổ phần GreenLynk Automotives,Công ty cổ phần GreenLynk Automotives,Công ty cổ phần GreenLynk Automotives,Công ty liên kết,
Công ty TNHH Cấp thoát nước ĐạiDương Xanh,Công ty TNHH Cấp thoát nước ĐạiDương Xanh,Công ty TNHH Cấp thoát nước ĐạiDương Xanh,Công ty liên kết từ ngày 01/12/2025,
Công ty cổ phần Nước và Môi trườngĐông Hải,Công ty cổ phần Nước và Môi trườngĐông Hải,Công ty cổ phần Nước và Môi trườngĐông Hải,Công ty liên kết từ ngày 01/12/2025,
Công ty cổ phần cấp nước Sài Gòn - Pleiku,Công ty cổ phần cấp nước Sài Gòn - Pleiku,Công ty cổ phần cấp nước Sài Gòn - Pleiku,Công ty liên kết từ ngày 01/12/2025,
Công ty Cổ phần Kỹ thuật Hạ tầng Meta,Công ty Cổ phần Kỹ thuật Hạ tầng Meta,Công ty Cổ phần Kỹ thuật Hạ tầng Meta,Công ty liên kết từ ngày 01/12/2025,
Công ty Cổ phần Nước sạch Bắc Giang,Công ty Cổ phần Nước sạch Bắc Giang,Công ty Cổ phần Nước sạch Bắc Giang,Công ty liên kết từ ngày 01/12/2025,
Công ty cổ phần Du lịch Hồng Hải,Công ty cổ phần Du lịch Hồng Hải,Công ty cổ phần Du lịch Hồng Hải,Đơn vị có liên quan của thành viên HĐQT,
Công ty cổ phần Đầu tư Y tế - Dược phẩmViệt Nam (Trước đó: Công ty cổ phầnĐầu tư và Phát triển Y tế Việt Nhật),Công ty cổ phần Đầu tư Y tế - Dược phẩmViệt Nam (Trước đó: Công ty cổ phầnĐầu tư và Phát triển Y tế Việt Nhật),Công ty cổ phần Đầu tư Y tế - Dược phẩmViệt Nam (Trước đó: Công ty cổ phầnĐầu tư và Phát triển Y tế Việt Nhật),Đơn vị có liên quan của thành viên HĐQT,
Công ty cổ phần CMC,Công ty cổ phần CMC,Công ty cổ phần CMC,Đơn vị có liên quan của thành viên HĐQT và trở thành Công ty con từngày 01/12/2025,
Công ty cổ phần DNP Holding,Công ty cổ phần DNP Holding,Công ty cổ phần DNP Holding,Đơn vị có liên quan của thành viên HĐQT và trở thành Công ty con từngày 01/12/2025,
Công ty cổ phần Đầu tư ngành nước DNP,Công ty cổ phần Đầu tư ngành nước DNP,Công ty cổ phần Đầu tư ngành nước DNP,Đơn vị có liên quan của thành viên HĐQT và trở thành Công ty con từngày 01/12/2025,
Công ty cổ phần Hạ tầng nước Sài Gòn,Công ty cổ phần Hạ tầng nước Sài Gòn,Công ty cổ phần Hạ tầng nước Sài Gòn,Đơn vị có liên quan của thành viên HĐQT và trở thành Công ty con từngày 01/12/2025,
Công ty cổ phần Tasco Holding,Công ty cổ phần Tasco Holding,Công ty cổ phần Tasco Holding,Đơn vị có liên quan của thành viên HĐQT và trở thành cổ đông lớn từngày 10/09/2025,
Công ty cổ phần Du thuyền SVC,Công ty cổ phần Du thuyền SVC,Công ty cổ phần Du thuyền SVC,Đơn vị có liên quan của thành viên Ban Điều hành,
Công ty cổ phần Du lịch Bến Thành NonNước,Công ty cổ phần Du lịch Bến Thành NonNước,Công ty cổ phần Du lịch Bến Thành NonNước,Đơn vị có liên quan của thành viên HĐQT từ ngày 26/05/2025,
Công ty TNHH Ana Services,Công ty TNHH Ana Services,Công ty TNHH Ana Services,Đơn vị có liên quan của thành viên Ban Điều hành đến ngày 04/04/2025,
Ông Vũ Đình Độ,Ông Vũ Đình Độ,Ông Vũ Đình Độ,Chủ tịch HĐQT,
Ông Hồ Việt Hà,Ông Hồ Việt Hà,Ông Hồ Việt Hà,Phó Chủ tịch HĐQT,
Ông Nguyễn Danh Hiếu,Ông Nguyễn Danh Hiếu,Ông Nguyễn Danh Hiếu,Phó Chủ tịch HĐQT,
Ông Nguyễn Thế Minh,Ông Nguyễn Thế Minh,Ông Nguyễn Thế Minh,Phó Chủ tịch HĐQT kiểm Phó Tổng Giám đốc,
Ông Trần Đức Huy,Ông Trần Đức Huy,Ông Trần Đức Huy,Phó Chủ tịch HĐQT (Thành viên độc lập HĐQT) đến ngày 26/5/2025,
Ông Ngô Đức Vũ,Ông Ngô Đức Vũ,Ông Ngô Đức Vũ,Phó Chủ tịch HĐQT (Bổ nhiệm Thành viên HĐQT ngày 26/5/2025),
