row_label_raw,row_label_full,Nội dung,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
USD,USD,USD,"721.718,11","2.966,40",721718.11,2966.4
EUR,EUR,EUR,"2.604,67",-,2604.67,
SEK,SEK,SEK,"256,00","866.615,00",256.0,866615.0
