row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,10.186.083.968.354,9.884.064.037.686,200.0,,10186083968354.0,9884064037686.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,14.238.293.770,15.625.291.697,210.0,,14238293770.0,15625291697.0
Phải thu từ cho vay dài hạn,Phải thu từ cho vay dài hạn,Phải thu từ cho vay dài hạn,215,,5.573.700.349,7.395.303.671,215.0,,5573700349.0,7395303671.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),8.664.593.421,8.229.988.026,216.0,,8664593421.0,8229988026.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,6.195.233.101.403,6.822.236.890.236,220.0,,6195233101403.0,6822236890236.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,6.002.218.183.000,6.532.456.859.451,221.0,12.0,6002218183000.0,6532456859451.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,10.302.040.639.636,10.034.979.836.758,222.0,,10302040639636.0,10034979836758.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(4.299.822.456.636),(3.502.522.977.307),223.0,,-4299822456636.0,-3502522977307.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,193.014.918.403,289.780.030.785,227.0,13.0,193014918403.0,289780030785.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,296.279.437.932,414.548.323.336,228.0,,296279437932.0,414548323336.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(103.264.519.529),(124.768.292.551),229.0,,-103264519529.0,-124768292551.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,14,139.722.647.798,144.512.770.233,230.0,14.0,139722647798.0,144512770233.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,176.272.511.838,176.189.140.358,231.0,,176272511838.0,176189140358.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(36.549.864.040),(31.676.370.125),232.0,,-36549864040.0,-31676370125.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,277.294.577.637,284.106.071.554,240.0,,277294577637.0,284106071554.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,15,277.294.577.637,284.106.071.554,242.0,15.0,277294577637.0,284106071554.0
Các khoản đầu tư tài chính dài hạn,Các khoản đầu tư tài chính dài hạn,Các khoản đầu tư tài chính dài hạn,250,,3.255.627.270.385,2.309.628.312.934,250.0,,3255627270385.0,2309628312934.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,7(c),2.500.056.584.693,1.840.531.569.524,251.0,,2500056584693.0,1840531569524.0
Đầu tư vào các công ty liên kết và liên doanh,Đầu tư vào các công ty liên kết và liên doanh,Đầu tư vào các công ty liên kết và liên doanh,252,7(c),311.189.808.669,231.028.307.770,252.0,,311189808669.0,231028307770.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,7(c),10.570.276.240,10.859.408.600,253.0,,10570276240.0,10859408600.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,254,7(c),(102.785.399.217),(119.386.972.960),254.0,,-102785399217.0,-119386972960.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,255,7(b),536.596.000.000,346.596.000.000,255.0,,536596000000.0,346596000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,303.968.077.361,307.954.701.032,260.0,,303968077361.0,307954701032.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,16(b),278.787.890.047,157.161.532.623,261.0,,278787890047.0,157161532623.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,17,25.180.187.314,150.793.168.409,262.0,17.0,25180187314.0,150793168409.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,26.008.547.893.627,24.482.641.393.284,270.0,,26008547893627.0,24482641393284.0
