row_label_raw,row_label_full,Tiền chi mua lại cổ phiếu đã phát hành,32,col_2,-,(319.602.000),numeric__32,numeric__col_2,numeric__-,numeric__(319.602.000)
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,,1.242.010.000.000,1.110.720.000.000,33.0,,1242010000000.0,1110720000000.0
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,,(1.110.720.000.000),-,34.0,,-1110720000000.0,
Tiền chi trả cổ tức,Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,,(6.000.711.624.000),(4.000.511.732.800),36.0,,-6000711624000.0,-4000511732800.0
Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,,(5.869.421.624.000),(2.890.111.334.800),40.0,,-5869421624000.0,-2890111334800.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,(228.612.565.896),(1.350.622.941.763),50.0,,-228612565896.0,-1350622941763.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,1.298.826.375.540,2.649.635.556.014,60.0,,1298826375540.0,2649635556014.0
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(2.278.224.319),(186.238.711),61.0,,-2278224319.0,-186238711.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,6,1.067.935.585.325,1.298.826.375.540,70.0,6.0,1067935585325.0,1298826375540.0
