row_label_raw,row_label_full,Ngày 1 tháng 1 năm 2015,Địa chỉ,% vốnsở hữu,% quyềnbiểu quyết,Giá gốcVND,Giá trịhợp lýVND,Dự phònggiảm giáVND,numeric__Địa chỉ,numeric__% vốnsở hữu,numeric__% quyềnbiểu quyết,numeric__Giá gốcVND,numeric__Giá trịhợp lýVND,numeric__Dự phònggiảm giáVND
Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,Đầu tư góp vốn vào:Các công ty con,,,,,,
▪ Công ty TNHH Một thành viênBò Sữa Việt Nam,Đầu tư góp vốn vào:Các công ty con > ▪ Công ty TNHH Một thành viênBò Sữa Việt Nam,▪ Công ty TNHH Một thành viênBò Sữa Việt Nam,"10 Tân Trào, Phường Tân Phú, Quận 7,Thành phố Hồ Chí Minh, Việt Nam","100,00%","100,00%",1.174.000.000.000,(*),(112.185.246.815),,1.0,1.0,1174000000000.0,,-112185246815.0
▪ Công ty TNHH Một thành viênSữa Lam Sơn,Đầu tư góp vốn vào:Các công ty con > ▪ Công ty TNHH Một thành viênSữa Lam Sơn,▪ Công ty TNHH Một thành viênSữa Lam Sơn,"Khu Công nghiệp Lễ Môn,Tỉnh Thanh Hoá, Việt Nam","100,00%","100,00%",370.800.000.000,(*),-,,1.0,1.0,370800000000.0,,
▪ Vinamilk Europe Spóstka ZOgraniczona Odpowiedzialnoscia,Đầu tư góp vốn vào:Các công ty con > ▪ Vinamilk Europe Spóstka ZOgraniczona Odpowiedzialnoscia,▪ Vinamilk Europe Spóstka ZOgraniczona Odpowiedzialnoscia,"Gwiazdzista 7a/4, 01-065 Warszawa,Ba Lan","100,00%","100,00%",9.834.270.000,(*),-,,1.0,1.0,9834270000.0,,
▪ Công ty TNHH Bò Sữa ThốngNhất Thanh Hóa,Đầu tư góp vốn vào:Các công ty con > ▪ Công ty TNHH Bò Sữa ThốngNhất Thanh Hóa,▪ Công ty TNHH Bò Sữa ThốngNhất Thanh Hóa,"Khu phố 1, Thị trấn Thống Nhất,Huyện Yên Định, Tỉnh Thanh Hóa,Việt Nam","96,11%","96,11%",17.800.000.000,(*),-,,0.9611,0.9611,17800000000.0,,
▪ Driftwood Dairy HoldingsCorporation,Đầu tư góp vốn vào:Các công ty con > ▪ Driftwood Dairy HoldingsCorporation,▪ Driftwood Dairy HoldingsCorporation,"10724 E.Lower Azusa Rd. El Monte,CA 91731-1390, Hoa Kỳ","70,00%","70,00%",157.750.560.000,(*),-,,0.7,0.7,157750560000.0,,
"▪ Angkor Dairy Products Co, Ltd.","Đầu tư góp vốn vào:Các công ty con > ▪ Angkor Dairy Products Co, Ltd.","▪ Angkor Dairy Products Co, Ltd.","P2-096, P2-097, PPSEZ BoeungThom, Posen Chey Phnom Penh,Vương quốc Campuchia","51,00%","51,00%",107.918.932.500,(*),-,,0.51,0.51,107918932500.0,,
▪ Công ty TNHH Một thành viênĐầu tư Bất động sản Quốc tế,Đầu tư góp vốn vào:Các công ty con > ▪ Công ty TNHH Một thành viênĐầu tư Bất động sản Quốc tế,▪ Công ty TNHH Một thành viênĐầu tư Bất động sản Quốc tế,"10 Tân Trào, Phường Tân Phú, Quận 7,Thành phố Hồ Chí Minh, Việt Nam","100,00%","100,00%",2.427.807.024,(*),(2.344.435.544),,1.0,1.0,2427807024.0,,-2344435544.0
,,,,,,1.840.531.569.524,,(114.529.682.359),,,,1840531569524.0,,-114529682359.0
