row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Cơ sở hạ tầng VND,Nhà cửa VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Cơ sở hạ tầng VND,numeric__Nhà cửa VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,82.224.238.170,6.464.218.561,87.500.683.627,176.189.140.358,82224238170.0,6464218561.0,87500683627.0,176189140358.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,-,83.371.480,83.371.480,,,83371480.0,83371480.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,82.224.238.170,6.464.218.561,87.584.055.107,176.272.511.838,82224238170.0,6464218561.0,87584055107.0,176272511838.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,1.058.075.872,3.298.561.894,27.319.732.359,31.676.370.125,1058075872.0,3298561894.0,27319732359.0,31676370125.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,793.556.901,646.421.853,3.433.515.161,4.873.493.915,793556901.0,646421853.0,3433515161.0,4873493915.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,1.851.632.773,3.944.983.747,30.753.247.520,36.549.864.040,1851632773.0,3944983747.0,30753247520.0,36549864040.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,81.166.162.298,3.165.656.667,60.180.951.268,144.512.770.233,81166162298.0,3165656667.0,60180951268.0,144512770233.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,80.372.605.397,2.519.234.814,56.830.807.587,139.722.647.798,80372605397.0,2519234814.0,56830807587.0,139722647798.0
