row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc VND,31/12/2015 > Giá trị hợp lý VND,31/12/2015 > Dự phòng giảm giá VND,31/12/2015 > Giá gốc VND_1,1/1/2015 > Giá trị hợp lý VND,1/1/2015 > Dự phòng giảm giá VND,numeric__31/12/2015 > Giá gốc VND,numeric__31/12/2015 > Giá trị hợp lý VND,numeric__31/12/2015 > Dự phòng giảm giá VND,numeric__31/12/2015 > Giá gốc VND_1,numeric__1/1/2015 > Giá trị hợp lý VND,numeric__1/1/2015 > Dự phòng giảm giá VND
Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,Đầu tư ngắn hạn vào cổ phiếu:,,,,,,
▪ Ngân hàng Thương mại Cổ phần An Bình,Đầu tư ngắn hạn vào cổ phiếu: > ▪ Ngân hàng Thương mại Cổ phần An Bình,▪ Ngân hàng Thương mại Cổ phần An Bình,82.283.660.000,10.784.237.200,(71.499.422.800),82.283.660.000,12.745.007.600,(69.538.652.400),82283660000.0,10784237200.0,-71499422800.0,82283660000.0,12745007600.0,-69538652400.0
▪ Ngân hàng Thương mại Cổ phần Bảo Việt,Đầu tư ngắn hạn vào cổ phiếu: > ▪ Ngân hàng Thương mại Cổ phần Bảo Việt,▪ Ngân hàng Thương mại Cổ phần Bảo Việt,442.000.000.000,(*),,442.000.000.000,(*),-,442000000000.0,,,442000000000.0,,
▪ Công ty Cổ phần Thành Thành Công Tây Ninh,Đầu tư ngắn hạn vào cổ phiếu: > ▪ Công ty Cổ phần Thành Thành Công Tây Ninh,▪ Công ty Cổ phần Thành Thành Công Tây Ninh,-,-,-,150.569.980.000,88.288.761.000,(62.281.219.000),,,,150569980000.0,88288761000.0,-62281219000.0
▪ Khác,Đầu tư ngắn hạn vào cổ phiếu: > ▪ Khác,▪ Khác,600.397.132,399.572.816,(200.901.106),28.917.666.426,21.529.215.026,(7.388.500.000),600397132.0,399572816.0,-200901106.0,28917666426.0,21529215026.0,-7388500000.0
,,,524.884.057.132,,(71.700.323.906),703.771.306.426,,(139.208.371.400),524884057132.0,,-71700323906.0,703771306426.0,,-139208371400.0
