row_label_raw,row_label_full,col_0,Trong nước,Trong nước_1,Nước ngoài,Nước ngoài_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Nước ngoài,numeric__Nước ngoài_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2015VND,2014VND,2015VND,2014VND,2015VND,2014VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,32.644.060.337.849,29.530.922.178.800,5.269.439.176.914,2.956.717.378.417,37.913.499.514.763,32.487.639.557.217,32644060337849.0,29530922178800.0,5269439176914.0,2956717378417.0,37913499514763.0,32487639557217.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(19.927.431.395.418),(19.500.325.976.514),(2.543.086.970.671),(2.181.885.758.282),(22.470.518.366.089),(21.682.211.734.796),-19927431395418.0,-19500325976514.0,-2543086970671.0,-2181885758282.0,-22470518366089.0,-21682211734796.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,12.716.628.942.431,10.030.596.202.286,2.726.352.206.243,774.831.620.135,15.442.981.148.674,10.805.427.822.421,12716628942431.0,10030596202286.0,2726352206243.0,774831620135.0,15442981148674.0,10805427822421.0
