row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2015 VND,1/1/2015 VND,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,(ii),1.067.056.620.801,1.298.096.019.438,,1067056620801.0,1298096019438.0
Các khoản đầu tư nắm giữ đến ngày đáo hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn,(iii),8.736.596.000.000,7.196.596.000.000,,8736596000000.0,7196596000000.0
Phải thu khách hàng và các khoản phải thu khác,Phải thu khách hàng và các khoản phải thu khác,Phải thu khách hàng và các khoản phải thu khác,(iv),2.410.343.450.979,2.033.666.504.961,,2410343450979.0,2033666504961.0
,,,,12.213.996.071.780,10.528.358.524.399,,12213996071780.0,10528358524399.0
