row_label_raw,row_label_full,col_0,Ảnh hưởngđối với lợi nhuận thuần VND,numeric__Ảnh hưởngđối với lợi nhuận thuần VND
Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,
USD (mạnh thêm 5%),Ngày 31 tháng 12 năm 2015 > USD (mạnh thêm 5%),USD (mạnh thêm 5%),10.582.721.426,10582721426.0
EUR (yếu đi 6%),Ngày 31 tháng 12 năm 2015 > EUR (yếu đi 6%),EUR (yếu đi 6%),1.554.660.914,1554660914.0
Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,
USD (mạnh thêm 1%),Ngày 1 tháng 1 năm 2015 > USD (mạnh thêm 1%),USD (mạnh thêm 1%),1.461.659.878,1461659878.0
EUR (yếu đi 11%),Ngày 1 tháng 1 năm 2015 > EUR (yếu đi 11%),EUR (yếu đi 11%),1.115.763.242,1115763242.0
