row_label_raw,row_label_full,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,159.885.057.277,8.882.503.183,168.767.560.460,numeric__159.885.057.277,numeric__8.882.503.183,numeric__168.767.560.460
Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,125.356.300,-,125.356.300,125356300.0,,125356300.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,"1.275,44","70,86","1.346,30",1275.44,70.86,1346.3
