row_label_raw,row_label_full,col_0,31/12/2018VND,01/01/2018VND,numeric__31/12/2018VND,numeric__01/01/2018VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công ty TNHH AVS Việt Nam - Phú Quốc,Ngắn hạn > Công ty TNHH AVS Việt Nam - Phú Quốc,Công ty TNHH AVS Việt Nam - Phú Quốc,-,15.628.565.781,,15628565781.0
Nguyễn Kim Liên,Ngắn hạn > Nguyễn Kim Liên,Nguyễn Kim Liên,20.715.458.961,18.631.021.727,20715458961.0,18631021727.0
Công ty CP Năng lượng xanh Việt Nam,Ngắn hạn > Công ty CP Năng lượng xanh Việt Nam,Công ty CP Năng lượng xanh Việt Nam,20.922.554.735,11.802.711.850,20922554735.0,11802711850.0
Đào Thị Tra,Ngắn hạn > Đào Thị Tra,Đào Thị Tra,-,14.609.999.762,,14609999762.0
Công ty TNHH Bảo Pha,Ngắn hạn > Công ty TNHH Bảo Pha,Công ty TNHH Bảo Pha,11.770.371.644,5.766.337.257,11770371644.0,5766337257.0
Khuống Tiến Hùng,Ngắn hạn > Khuống Tiến Hùng,Khuống Tiến Hùng,23.656.004.454,1.460.925.988,23656004454.0,1460925988.0
Lê Duy Hiếu,Ngắn hạn > Lê Duy Hiếu,Lê Duy Hiếu,17.048.545.622,3.146.517.821,17048545622.0,3146517821.0
Lê Văn Minh,Ngắn hạn > Lê Văn Minh,Lê Văn Minh,34.355.040.903,2.524.331.192,34355040903.0,2524331192.0
Trương Văn Quang và Phạm Thị Thanh Kiều,Ngắn hạn > Trương Văn Quang và Phạm Thị Thanh Kiều,Trương Văn Quang và Phạm Thị Thanh Kiều,17.642.681.795,3.108.353.091,17642681795.0,3108353091.0
Các đối tượng khác,Ngắn hạn > Các đối tượng khác,Các đối tượng khác,2.827.225.526.722,902.037.135.714,2827225526722.0,902037135714.0
Cộng,Ngắn hạn > Cộng,Cộng,2.973.336.184.836,978.715.900.183,2973336184836.0,978715900183.0
