row_label_raw,row_label_full,col_0,col_1,Năm 2018VND,Năm 2017VND,numeric__col_1,numeric__Năm 2018VND,numeric__Năm 2017VND
Vốn góp cửa chủ sở hữu,Vốn góp cửa chủ sở hữu,Vốn góp cửa chủ sở hữu,Vốn góp cửa chủ sở hữu,1.544.039.910.000,1.544.039.910.000,,1544039910000.0,1544039910000.0
Vốn góp đầu năm,Vốn góp đầu năm,Vốn góp đầu năm,Vốn góp đầu năm,1.544.039.910.000,1.029.359.940.000,,1544039910000.0,1029359940000.0
Vốn góp tăng trong năm,Vốn góp tăng trong năm,Vốn góp tăng trong năm,Vốn góp tăng trong năm,-,514.679.970.000,,,514679970000.0
Vốn góp giảm trong năm,Vốn góp giảm trong năm,Vốn góp giảm trong năm,Vốn góp giảm trong năm,-,-,,,
Vốn góp cuối năm,Vốn góp giảm trong năm > Vốn góp cuối năm,Vốn góp cuối năm,Vốn góp cuối năm,1.544.039.910.000,1.544.039.910.000,,1544039910000.0,1544039910000.0
"Cổ tức, lợi nhuận đã chia","Vốn góp giảm trong năm > Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia",154.427.470.436,102.935.994.000,,154427470436.0,102935994000.0
d),d),d),Cổ phiếu,31/12/2018,01/01/2018,,,
d),d),d),Cổ phiếu,Cổ phiếu,Cổ phiếu,,,
,,,Số lượng cổ phiếu đăng ký phát hành,154.403.991,154.403.991,,154403991.0,154403991.0
,,,Số lượng cổ phiếu đã bán ra công chúng,154.403.991,154.403.991,,154403991.0,154403991.0
,,,- Cổ phiếu phổ thông,154.403.991,154.403.991,,154403991.0,154403991.0
,,,Số lượng cổ phiếu đang lưu hành,154.403.991,154.403.991,,154403991.0,154403991.0
,,,- Cổ phiếu phổ thông,154.403.991,154.403.991,,154403991.0,154403991.0
,,,Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,,,,,
