row_label_raw,row_label_full,col_0,Số trước điều chỉnhVND,Điều chỉnhVND,Số sau điều chỉnhVND,numeric__Số trước điều chỉnhVND,numeric__Điều chỉnhVND,numeric__Số sau điều chỉnhVND
Lợi nhuận kế toán sau thuế TNDN,Lợi nhuận kế toán sau thuế TNDN,Lợi nhuận kế toán sau thuế TNDN,177.650.063.642,-,177.650.063.642,177650063642.0,,177650063642.0
Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,17.765.006.365,(8.882.503.183),8.882.503.182,17765006365.0,-8882503183.0,8882503182.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,17.765.006.365,(8.882.503.183),8.882.503.182,17765006365.0,-8882503183.0,8882503182.0
- Trích quỹ khen thưởng phúc lợi,- Trích quỹ khen thưởng phúc lợi,- Trích quỹ khen thưởng phúc lợi,10.659.003.819,(5.329.501.910),5.329.501.909,10659003819.0,-5329501910.0,5329501909.0
- Trích quỹ khen thưởng Ban điều hành,- Trích quỹ khen thưởng Ban điều hành,- Trích quỹ khen thưởng Ban điều hành,7.106.002.546,(3.553.001.273),3.553.001.273,7106002546.0,-3553001273.0,3553001273.0
