row_label_raw,row_label_full,col_0,col_1,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2018 > Giá trị,01/01/2018 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2018 > Giá trị,numeric__01/01/2018 > Số có khả năng trả nợ
a),a),a),Vay và nợ thuê tài chính ngắn hạn,969.933.771.218,969.933.771.218,1.968.684.354.325,1.543.073.604.265,544.323.021.158,544.323.021.158,,969933771218.0,969933771218.0,1968684354325.0,1543073604265.0,544323021158.0,544323021158.0
a),a),a),Vay ngắn hạn,772.908.563.176,772.908.563.176,1.778.273.778.661,1.490.664.124.261,485.298.908.776,485.298.908.776,,772908563176.0,772908563176.0,1778273778661.0,1490664124261.0,485298908776.0,485298908776.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),515.202.719.524,515.202.719.524,1.542.271.130.108,1.478.965.573.130,451.897.162.546,451.897.162.546,,515202719524.0,515202719524.0,1542271130108.0,1478965573130.0,451897162546.0,451897162546.0
a),a),a),Vay các đối tượng khác (2),257.705.843.652,257.705.843.652,236.002.648.553,11.698.551.131,33.401.746.230,33.401.746.230,,257705843652.0,257705843652.0,236002648553.0,11698551131.0,33401746230.0,33401746230.0
a),a),a),Vay dài hạn đến hạn trả,194.692.208.050,194.692.208.050,188.759.808.051,49.901.505.000,55.833.904.999,55.833.904.999,,194692208050.0,194692208050.0,188759808051.0,49901505000.0,55833904999.0,55833904999.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),194.692.208.050,194.692.208.050,188.759.808.051,49.901.505.000,55.833.904.999,55.833.904.999,,194692208050.0,194692208050.0,188759808051.0,49901505000.0,55833904999.0,55833904999.0
a),a),a),Nợ thuê tài chính đến hạn trả,2.332.999.992,2.332.999.992,1.650.767.613,2.507.975.004,3.190.207.383,3.190.207.383,,2332999992.0,2332999992.0,1650767613.0,2507975004.0,3190207383.0,3190207383.0
a),a),a),Công ty Cho thuê tài chính TNHH MTV quốc tế Chailease - CN Hà Nội (4),2.332.999.992,2.332.999.992,1.650.767.613,2.507.975.004,3.190.207.383,3.190.207.383,,2332999992.0,2332999992.0,1650767613.0,2507975004.0,3190207383.0,3190207383.0
b),b),b),Vay và nợ thuê tài chính dài hạn,728.235.006.826,728.235.006.826,147.465.684.666,306.252.642.229,887.021.964.389,887.021.964.389,,728235006826.0,728235006826.0,147465684666.0,306252642229.0,887021964389.0,887021964389.0
b),b),b),Vay dài hạn,723.763.423.488,723.763.423.488,147.465.684.666,304.601.874.616,880.899.613.438,880.899.613.438,,723763423488.0,723763423488.0,147465684666.0,304601874616.0,880899613438.0,880899613438.0
b),b),b),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),559.844.359.512,559.844.359.512,21.293.345.690,304.088.774.616,842.639.788.438,842.639.788.438,,559844359512.0,559844359512.0,21293345690.0,304088774616.0,842639788438.0,842639788438.0
b),b),b),Ngân hàng TMCP Công thương Việt Nam - CN Thành An (5),145.552.943.976,145.552.943.976,126.172.338.976,-,19.380.605.000,19.380.605.000,,145552943976.0,145552943976.0,126172338976.0,,19380605000.0,19380605000.0
b),b),b),Vay cá nhân,18.366.120.000,18.366.120.000,-,513.100.000,18.879.220.000,18.879.220.000,,18366120000.0,18366120000.0,,513100000.0,18879220000.0,18879220000.0
b),b),b),Nợ thuê tài chính dài hạn,4.471.583.338,4.471.583.338,-,1.650.767.613,6.122.350.951,6.122.350.951,,4471583338.0,4471583338.0,,1650767613.0,6122350951.0,6122350951.0
b),b),b),Công ty cho thuê tài chính TNHH MTV quốc tế Chailease - CN Hà Nội (4),4.471.583.338,4.471.583.338,-,1.650.767.613,6.122.350.951,6.122.350.951,,4471583338.0,4471583338.0,,1650767613.0,6122350951.0,6122350951.0
Công,Công,Công,Công,1.698.168.778.044,1.698.168.778.044,2.116.150.038.991,1.849.326.246.494,1.431.344.985.547,1.431.344.985.547,,1698168778044.0,1698168778044.0,2116150038991.0,1849326246494.0,1431344985547.0,1431344985547.0
