row_label_raw,row_label_full,Công nợ tài chính,31/12/2018,01/01/2018,numeric__31/12/2018,numeric__01/01/2018
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,VND,VND,,
Các khoản vay,Công nợ tài chính > Các khoản vay,Các khoản vay,1.698.168.778.044,1.431.344.985.547,1698168778044.0,1431344985547.0
Trừ: Tiền và các khoản tương đương tiền,Công nợ tài chính > Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,358.811.289.562,444.097.062.786,358811289562.0,444097062786.0
Nợ thuần,Công nợ tài chính > Nợ thuần,Nợ thuần,1.339.357.488.482,987.247.922.761,1339357488482.0,987247922761.0
Vốn chủ sở hữu,Công nợ tài chính > Vốn chủ sở hữu,Vốn chủ sở hữu,2.471.279.455.701,2.238.283.026.815,2471279455701.0,2238283026815.0
Tỷ lệ nợ trên vốn chủ sở hữu,Công nợ tài chính > Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,54%,44%,0.54,0.44
