row_label_raw,row_label_full,Công ty Cổ phần Kinh doanh Nhà Nova (i),3.340.306.773.026,3.093.770.365.687,numeric__3.340.306.773.026,numeric__3.093.770.365.687
Công ty Cổ phần Đầu tư Phát triển Bất động sản Bình An (ii),Công ty Cổ phần Đầu tư Phát triển Bất động sản Bình An (ii),Công ty Cổ phần Đầu tư Phát triển Bất động sản Bình An (ii),108.000.000.000,-,108000000000.0,
,,,3.448.306.773.026,3.093.770.365.687,3448306773026.0,3093770365687.0
