row_label_raw,row_label_full,col_0,Thuê văn phòng,Thuê văn phòng_1,numeric__Thuê văn phòng,numeric__Thuê văn phòng_1
,,,2017VND,2016VND,,
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,51.798.974.424,53.136.534.887,51798974424.0,53136534887.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,25.319.743.416,94.247.338.548,25319743416.0,94247338548.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,-,335.786.527.210,,335786527210.0
Tổng cộng các khoản thanh toán tối thiểu,Tổng cộng các khoản thanh toán tối thiểu,Tổng cộng các khoản thanh toán tối thiểu,77.118.717.840,483.170.400.645,77118717840.0,483170400645.0
