row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2017VND,2016VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,"Thu từ phát hành cổ phiếu, nhận vốn góp củachủ sở hữu",,286.871.900.000,3.985.340.870.000,,,286871900000.0,3985340870000.0
32,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 32,32,"Tiền trả lại vốn góp cho các chủ sở hữu, mua laicổ phiếu của doanh nghiệp đã phát hành",,(405.000.000.000),-,,,-405000000000.0,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,"Thu từ vay ngắn hạn, dài hạn",,17.207.325.658.255,12.884.785.455.043,,,17207325658255.0,12884785455043.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Chi trả nợ gốc vay,,(13.499.500.855.745),(10.939.826.576.518),,,-13499500855745.0,-10939826576518.0
36,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"Chi trả cổ tức, lợi nhuận cho chủ sở hữu",,(68.165.097.000),(54.639.219.932),,,-68165097000.0,-54639219932.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,3.521.531.605.510,5.875.660.528.593,,,3521531605510.0,5875660528593.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,3.313.212.354.299,(523.489.640.342),,,3313212354299.0,-523489640342.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,4,3.336.969.432.791,3.859.710.163.282,,4.0,3336969432791.0,3859710163282.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,,(20.792.349),748.909.851,,,-20792349.0,748909851.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,4,6.650.160.994.741,3.336.969.432.791,,4.0,6650160994741.0,3336969432791.0
