row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2017 VND,Tại ngày 31 tháng 12 năm > 2016 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017 VND,numeric__Tại ngày 31 tháng 12 năm > 2016 VND
200,200,200,TÀI SẢN DÀI HẠN,,8.300.996.138.739,6.238.346.263.606,,,8300996138739.0,6238346263606.0
210,210,210,Các khoản phải thu dài hạn,,654.401.516.832,911.972.303.351,,,654401516832.0,911972303351.0
212,212,212,Trả trước cho người bán dài hạn,,953.750.090,953.750.090,,,953750090.0,953750090.0
215,215,215,Phải thu về cho vay dài hạn,8(b),449.644.400.000,-,,,449644400000.0,
216,216,216,Phải thu dài hạn khác,9(b),203.803.366.742,911.018.553.261,,,203803366742.0,911018553261.0
220,220,220,Tài sản cố định,,326.609.439.362,148.823.215.155,,,326609439362.0,148823215155.0
221,221,221,Tài sản cố định hữu hình,13,281.845.599.120,120.180.246.302,,13.0,281845599120.0,120180246302.0
222,222,222,Nguyên giá,,411.168.923.089,162.134.437.319,,,411168923089.0,162134437319.0
223,223,223,Giá trị khấu hao lũy kế,,(129.323.323.969),(41.954.191.017),,,-129323323969.0,-41954191017.0
227,227,227,Tài sản cố định vô hình,14,44.763.840.242,28.642.968.853,,14.0,44763840242.0,28642968853.0
228,228,228,Nguyên giá,,50.544.832.543,30.025.329.118,,,50544832543.0,30025329118.0
229,229,229,Giá trị khấu hao lũy kế,,(5.780.992.301),(1.382.360.265),,,-5780992301.0,-1382360265.0
230,230,230,Bất động sản đầu tư,15,2.944.616.534.199,1.945.013.110.252,,15.0,2944616534199.0,1945013110252.0
231,231,231,Nguyên giá,,3.055.632.258.276,2.022.070.991.658,,,3055632258276.0,2022070991658.0
232,232,232,Giá trị khấu hao lũy kế,,(111.015.724.077),(77.057.881.406),,,-111015724077.0,-77057881406.0
240,240,240,Tài sản dở dang dài hạn,,361.032.817.716,285.199.310.593,,,361032817716.0,285199310593.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",11(b),224.136.375.352,233.819.522.165,,,224136375352.0,233819522165.0
242,242,242,Chi phí xây dựng cơ bản dở dang,16,136.896.442.364,51.379.788.428,,16.0,136896442364.0,51379788428.0
250,250,250,Đầu tư tài chính dài hạn,5(b),1.042.972.935.246,374.785.832.914,,,1042972935246.0,374785832914.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",,1.042.972.935.246,371.670.632.914,,,1042972935246.0,371670632914.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,-,3.115.200.000,,,,3115200000.0
260,260,260,Tài sản dài hạn khác,,2.971.362.895.384,2.572.552.491.341,,,2971362895384.0,2572552491341.0
261,261,261,Chi phí trả trước dài hạn,12(b),449.352.171.677,288.077.446.389,,,449352171677.0,288077446389.0
262,262,262,Tài sản thuế thu nhập hoãn lại,38(a),115.783.534.333,66.869.015.901,,,115783534333.0,66869015901.0
269,269,269,Lợi thế thương mại,17,2.406.227.189.374,2.217.606.029.051,,17.0,2406227189374.0,2217606029051.0
270,270,270,TỔNG TÀI SẢN,,49.466.961.992.241,36.527.075.713.997,,,49466961992241.0,36527075713997.0
