row_label_raw,row_label_full,Tên công ty,Hoạt động chính,2017 > Giá trị ghi sở VND,2017 > Giá trị hợp lý VND,2017 > Dự phòng VND,2016 > Giá trị ghi sở VND,2016 > Giá trị hợp lý VND,2016 > Dự phòng VND,numeric__Hoạt động chính,numeric__2017 > Giá trị ghi sở VND,numeric__2017 > Giá trị hợp lý VND,numeric__2017 > Dự phòng VND,numeric__2016 > Giá trị ghi sở VND,numeric__2016 > Giá trị hợp lý VND,numeric__2016 > Dự phòng VND
Công ty TNHH Đầu tư và Phát triển Bất động sản Sun City (**),Công ty TNHH Đầu tư và Phát triển Bất động sản Sun City (**),Công ty TNHH Đầu tư và Phát triển Bất động sản Sun City (**),Kinh doanh bất động sản,972.603.328.661,(*),-,-,-,-,,972603328661.0,,,,,
Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Kinh doanh bất động sản,65.803.452.997,(*),-,63.560.189.142,(*),-,,65803452997.0,,,63560189142.0,,
Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,"Kinh doanh thiết bị điện tử, viễn thông",4.566.153.588,(*),-,14.297.950.313,(*),-,,4566153588.0,,,14297950313.0,,
Công ty Cổ phần Cảng Phú Định (***),Công ty Cổ phần Cảng Phú Định (***),Công ty Cổ phần Cảng Phú Định (***),"Hoạt động hỗ trợ liên quan vận tải, kinh doanh bất động sản",-,-,-,133.176.686.804,(*),-,,,,,133176686804.0,,
Công ty TNHH Sài Gòn Gôn (***),Công ty TNHH Sài Gòn Gôn (***),Công ty TNHH Sài Gòn Gôn (***),Kinh doanh bất động sản,-,-,-,150.598.742.092,(*),-,,,,,150598742092.0,,
Công ty Cổ phần Nova Đông Hải,Công ty Cổ phần Nova Đông Hải,Công ty Cổ phần Nova Đông Hải,Kinh doanh bất động sản,-,-,-,10.037.064.563,(*),-,,,,,10037064563.0,,
,,,,1.042.972.935.246,,-,371.670.632.914,,-,,1042972935246.0,,,371670632914.0,,
