row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,11.759.393.956.148,7.369.463.145.396,,,11759393956148.0,7369463145396.0
02,02,02,Các khoản giảm trừ doanh thu,,(127.057.926.975),(10.282.224.581),,,-127057926975.0,-10282224581.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,30,11.632.336.029.173,7.359.180.920.815,,30.0,11632336029173.0,7359180920815.0
11,11,11,Giá vốn hàng bán,31,(8.375.505.074.901),(5.776.101.411.561),,31.0,-8375505074901.0,-5776101411561.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,3.256.830.954.272,1.583.079.509.254,,,3256830954272.0,1583079509254.0
21,21,21,Doanh thu hoạt động tài chính,32,1.696.524.125.589,2.523.042.548.253,,32.0,1696524125589.0,2523042548253.0
22,22,22,Chi phí tài chính,33,(1.463.309.502.095),(1.115.230.030.171),,33.0,-1463309502095.0,-1115230030171.0
23,23,23,- Trong đó: Chi phí lãi vay,33,(1.205.387.997.120),(863.073.263.518),,33.0,-1205387997120.0,-863073263518.0
24,24,24,Phần lãi trong công ty liên kết,,12.079.426.593,498.537.487,,,12079426593.0,498537487.0
25,25,25,Chi phí bán hàng,34,(258.292.397.030),(165.484.975.281),,34.0,-258292397030.0,-165484975281.0
26,26,26,Chi phí quản lý doanh nghiệp,35,(676.193.753.758),(641.600.989.722),,35.0,-676193753758.0,-641600989722.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,2.567.638.853.571,2.184.304.599.820,,,2567638853571.0,2184304599820.0
31,31,31,Thu nhập khác,36,62.422.616.018,44.524.814.573,,36.0,62422616018.0,44524814573.0
32,32,32,Chi phí khác,37,(41.562.445.470),(39.125.801.538),,37.0,-41562445470.0,-39125801538.0
40,40,40,Lợi nhuận khác,,20.860.170.548,5.399.013.035,,,20860170548.0,5399013035.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,2.588.499.024.119,2.189.703.612.855,,,2588499024119.0,2189703612855.0
51,51,51,Chi phí thuế TNDN hiện hành,38(b),(810.647.531.519),(327.371.479.437),,,-810647531519.0,-327371479437.0
52,52,52,Chi phí thuế TNDN hoãn lại,38(a),283.791.739.656,(202.982.820.440),,,283791739656.0,-202982820440.0
60,60,60,Lợi nhuận sau thuế TNDN,,2.061.643.232.256,1.659.349.312.978,,,2061643232256.0,1659349312978.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế của Công ty mẹ,,2.033.481.810.322,1.665.077.557.360,,,2033481810322.0,1665077557360.0
62,62,62,Lợi nhuận/(lỗ) sau thuế của các cổ đông không kiểm soát,,28.161.421.934,(5.728.244.382),,,28161421934.0,-5728244382.0
