row_label_raw,row_label_full,col_0,2017 > Giá trị VND,2017 > Dự phòng VND,2016 > Giá trị VND,2016 > Dự phòng VND,numeric__2017 > Giá trị VND,numeric__2017 > Dự phòng VND,numeric__2016 > Giá trị VND,numeric__2016 > Dự phòng VND
"Đặt cọc, ký quỹ dự án (*)","Đặt cọc, ký quỹ dự án (*)","Đặt cọc, ký quỹ dự án (*)",186.484.661.758,-,114.284.000.000,-,186484661758.0,,114284000000.0,
Phát triển và hợp tácđầu tư dự án(Thuyết minh 9(a)),Phát triển và hợp tácđầu tư dự án(Thuyết minh 9(a)),Phát triển và hợp tácđầu tư dự án(Thuyết minh 9(a)),-,-,782.536.582.050,-,,,782536582050.0,
Phải thu khác,Phải thu khác,Phải thu khác,17.318.704.984,,14.197.971.211,-,17318704984.0,,14197971211.0,
,,,203.803.366.742,,911.018.553.261,,203803366742.0,,911018553261.0,
