row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,2017,2017_1,2016,2016_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__2017,numeric__2017_1,numeric__2016,numeric__2016_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),,,,,,,
25,I - Công ty con (tiếp theo) > 25,25,Công ty Cổ phần Cao ốc Phương Đông,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,90","99,89","99,90",,,,99.89,99.9,99.89,99.9
26,I - Công ty con (tiếp theo) > 26,26,Công ty TNHH Nova Rivergate,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,77","99,77","99,90","99,90",,,,99.77,99.77,99.9,99.9
27,I - Công ty con (tiếp theo) > 27,27,Công ty Cổ phần Nova Princess Residence,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90","99,90","99,90",,,,99.9,99.9,99.9,99.9
28,I - Công ty con (tiếp theo) > 28,28,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,96","99,97","99,96","99,97",,,,99.96,99.97,99.96,99.97
29,I - Công ty con (tiếp theo) > 29,29,Công ty Cổ phần Ngôi Nhà Mega,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,60","98,60","84,99","84,99",,,,98.6,98.6,84.99,84.99
30,I - Công ty con (tiếp theo) > 30,30,Công ty TNHH Mega Tie,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,59","99,99","62,89","74,00",,,,98.59,99.99,62.89,74.0
31,I - Công ty con (tiếp theo) > 31,31,Công ty TNHH Bất động sản Bách Hợp,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
32,I - Công ty con (tiếp theo) > 32,32,Công ty Cổ phần Cảng Phú Định,TP Hồ Chí Minh,"Hoạt động hỗ trợ liên quan đến vận tải, kinh doanh bất động sản","83,45","83,45",-,-,,,,83.45,83.45,,
33,I - Công ty con (tiếp theo) > 33,33,Công ty TNHH Bất động sản Gia Đức,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
34,I - Công ty con (tiếp theo) > 34,34,Công ty TNHH Sài Gòn Gòn,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,12","100,00",-,-,,,,99.12,100.0,,
35,I - Công ty con (tiếp theo) > 35,35,Công ty TNHH Bất động sản Gia Phú,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,99",-,-,,,,99.98,99.99,,
36,I - Công ty con (tiếp theo) > 36,36,Công ty TNHH Bất động sản Nova Riverside,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,98",-,-,,,,99.97,99.98,,
37,I - Công ty con (tiếp theo) > 37,37,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,83","99,83",-,-,,,,99.83,99.83,,
38,I - Công ty con (tiếp theo) > 38,38,Công ty TNHH Nova Property Management,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",-,-,,,,99.99,99.99,,
39,I - Công ty con (tiếp theo) > 39,39,Công ty TNHH Merufa-Nova,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,90",-,-,,,,99.89,99.9,,
40,I - Công ty con (tiếp theo) > 40,40,Công ty Cổ phần Địa ốc Nhật Hoa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,81","99,98",-,-,,,,99.81,99.98,,
41,I - Công ty con (tiếp theo) > 41,41,Công ty Cổ phần Du Lịch và Nghị dưỡng Nova Phù Sa,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"99,00","99,00",,,,,,99.0,99.0
42,I - Công ty con (tiếp theo) > 42,42,Công ty Cổ phần Địa ốc Nova Galaxy,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"99,98","99,98",,,,,,99.98,99.98
43,I - Công ty con (tiếp theo) > 43,43,Công ty Cổ phần Bất động sản Nova Lexington,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"99,90","99,90",,,,,,99.9,99.9
44,I - Công ty con (tiếp theo) > 44,44,Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"99,98","99,98",,,,,,99.98,99.98
45,I - Công ty con (tiếp theo) > 45,45,Công ty TNHH Bất động sản Hưng Đức,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"70,00","70,00",,,,,,70.0,70.0
46,I - Công ty con (tiếp theo) > 46,46,Công ty Cổ phần Bất động sản Thanh Niên,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"99,70","99,80",,,,,,99.7,99.8
47,I - Công ty con (tiếp theo) > 47,47,Công ty TNHH Phú Việt Tín,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"99,89","99,90",,,,,,99.89,99.9
48,I - Công ty con (tiếp theo) > 48,48,Công ty TNHH Đầu tư Bất động sản Vương Cung,TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"99,99","99,99",,,,,,99.99,99.99
