row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(1.104.335.516.660),(849.017.262.276),,-1104335516660.0,-849017262276.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế thu nhập doanh nghiệp đã nộp,(652.457.047.620),(431.733.905.624),,-652457047620.0,-431733905624.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.548.865.545.577,204.557.552.243,,1548865545577.0,204557552243.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Chi để mua sắm, xây dựng TSCĐ và các tài sảndài hạn khác",(1.129.651.141.626),(215.251.612.635),,-1129651141626.0,-215251612635.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,Tiền thu từ thanh lý tài sản dài hạn,8.353.511.141,15.646.566.319,,8353511141.0,15646566319.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Chi cho vay, mua các công cụ nợ của đơn vị khác",(1.466.446.465.713),(7.672.922.664.879),,-1466446465713.0,-7672922664879.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Thu hồi cho vay, bán lại các công cụ nợ của đơnvjí khác",4.918.484.078.283,6.258.296.050.163,,4918484078283.0,6258296050163.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Chi đầu tư góp vốn vào đơn vị khác,(6.367.994.960.329),(7.218.477.119.177),,-6367994960329.0,-7218477119177.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Thu hồi đầu tư góp vốn vào đơn vị khác,1.793.455.062.483,2.048.210.045.846,,1793455062483.0,2048210045846.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",486.615.118.973,180.791.013.185,,486615118973.0,180791013185.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,(1.757.184.796.788),(6.603.707.721.178),,-1757184796788.0,-6603707721178.0
