row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2017VND,2016VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,2.588.499.024.119,2.189.703.612.855,,2588499024119.0,2189703612855.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao và hao mòn tài sản cố định, bất độngsản đầu tư và phân bổ lợi thế thương mại",484.833.728.737,226.331.076.287,,484833728737.0,226331076287.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Hoàn nhập các khoản dự phòng,(5.689.095.922),(41.356.813.092),,-5689095922.0,-41356813092.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,(Lãi)/lỗ chênh lệch tỷ giá hối đoái chưa thực hiện,(5.083.914.401),34.551.090.149,,-5083914401.0,34551090149.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,(1.464.413.967.698),(2.228.127.795.722),,-1464413967698.0,-2228127795722.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay và chi phí phát hành trái phiếu,1.251.160.373.101,910.387.721.293,,1251160373101.0,910387721293.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,2.849.306.147.936,1.091.488.891.770,,2849306147936.0,1091488891770.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Giảm các khoản phải thu,1.919.050.031.993,3.960.297.279.419,,1919050031993.0,3960297279419.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,(Tăng)/giảm hàng tồn kho,(1.963.235.562.101),93.805.533.648,,-1963235562101.0,93805533648.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng/(giảm) các khoản phải trả,619.226.427.403,(3.561.263.899.138),,619226427403.0,-3561263899138.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng chi phí trả trước,(118.688.935.374),(99.019.085.556),,-118688935374.0,-99019085556.0
