row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2017 VND,Tại ngày 31 tháng 12 năm > 2016 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017 VND,numeric__Tại ngày 31 tháng 12 năm > 2016 VND
100,100,100,TÀI SẢN NGẤN HẠN,,41.165.965.853.502,30.288.729.450.391,,,41165965853502.0,30288729450391.0
110,110,110,Tiền và các khoản tương đương tiền,4,6.650.160.994.741,3.336.969.432.791,,4.0,6650160994741.0,3336969432791.0
111,111,111,Tiền,,1.198.110.884.846,808.215.895.293,,,1198110884846.0,808215895293.0
112,112,112,Các khoản tương đương tiền,,5.452.050.109.895,2.528.753.537.498,,,5452050109895.0,2528753537498.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,512.509.850.676,964.822.616.829,,,512509850676.0,964822616829.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),512.509.850.676,964.822.616.829,,,512509850676.0,964822616829.0
130,130,130,Các khoản phải thu ngắn hạn,,5.998.164.901.016,9.635.748.057.226,,,5998164901016.0,9635748057226.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,390.715.866.371,333.223.529.420,,6.0,390715866371.0,333223529420.0
132,132,132,Trả trước cho người bán ngắn hạn,7,1.771.344.474.280,936.793.642.253,,7.0,1771344474280.0,936793642253.0
135,135,135,Phải thu về cho vay ngắn hạn,8(a),625.605.206.171,3.313.658.593.511,,,625605206171.0,3313658593511.0
136,136,136,Phải thu ngắn hạn khác,9(a),3.210.499.354.194,5.065.734.101.184,,,3210499354194.0,5065734101184.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,,(13.661.809.142),,10.0,,-13661809142.0
140,140,140,Hàng tồn kho,11(a),27.128.796.867.411,15.789.641.948.072,,,27128796867411.0,15789641948072.0
141,141,141,Hàng tồn kho,,27.136.318.547.663,15.795.037.614.256,,,27136318547663.0,15795037614256.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(7.521.680.252),(5.395.666.184),,,-7521680252.0,-5395666184.0
150,150,150,Tài sản ngắn hạn khác,,876.333.239.658,561.547.395.473,,,876333239658.0,561547395473.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),104.024.633.186,51.738.280.747,,,104024633186.0,51738280747.0
152,152,152,Thuế GTGT được khấu trừ,20(a),649.739.747.874,381.804.313.170,,,649739747874.0,381804313170.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,20(a),122.568.858.598,128.004.801.556,,,122568858598.0,128004801556.0
