row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
(b) Vay dài hạn,(b) Vay dài hạn,(b) Vay dài hạn,(b) Vay dài hạn,(b) Vay dài hạn,,
Ngân hàng TMCP Công Thương Việt Nam– Chi nhánh TP HCM (vii),(b) Vay dài hạn > Ngân hàng TMCP Công Thương Việt Nam– Chi nhánh TP HCM (vii),Ngân hàng TMCP Công Thương Việt Nam– Chi nhánh TP HCM (vii),846.433.940.112,1.206.433.940.112,846433940112.0,1206433940112.0
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (viii),(b) Vay dài hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (viii),Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (viii),306.885.000.000,-,306885000000.0,
Maybank International Labuan Branch (viii),(b) Vay dài hạn > Maybank International Labuan Branch (viii),Maybank International Labuan Branch (viii),184.131.000.000,-,184131000000.0,
"The Shanghai & Savings Bank, Ltd.– Offshore Banking Branch","(b) Vay dài hạn > The Shanghai & Savings Bank, Ltd.– Offshore Banking Branch","The Shanghai & Savings Bank, Ltd.– Offshore Banking Branch",61.377.000.000,-,61377000000.0,
"Chailease International Financial Services Co., Ltd (viii)","(b) Vay dài hạn > Chailease International Financial Services Co., Ltd (viii)","Chailease International Financial Services Co., Ltd (viii)",40.918.000.000,-,40918000000.0,
Ngân Hàng Malayan Banking Berhad (Maybank)– Chi nhánh TP HCM (viii),(b) Vay dài hạn > Ngân Hàng Malayan Banking Berhad (Maybank)– Chi nhánh TP HCM (viii),Ngân Hàng Malayan Banking Berhad (Maybank)– Chi nhánh TP HCM (viii),20.016.000.000,-,20016000000.0,
Ngân Hàng TMCP Sài Gòn Thương Tín– Chi nhánh Trung tâm (ix),(b) Vay dài hạn > Ngân Hàng TMCP Sài Gòn Thương Tín– Chi nhánh Trung tâm (ix),Ngân Hàng TMCP Sài Gòn Thương Tín– Chi nhánh Trung tâm (ix),232.000.000.000,-,232000000000.0,
Ngân hàng TMCP Việt Nam Thịnh Vương– Chi nhánh TP HCM (v),(b) Vay dài hạn > Ngân hàng TMCP Việt Nam Thịnh Vương– Chi nhánh TP HCM (v),Ngân hàng TMCP Việt Nam Thịnh Vương– Chi nhánh TP HCM (v),99.998.000.000,200.000.000.000,99998000000.0,200000000000.0
Ngân hàng TMCP Tiên Phong– Chi nhánh Sài Gòn (iv),(b) Vay dài hạn > Ngân hàng TMCP Tiên Phong– Chi nhánh Sài Gòn (iv),Ngân hàng TMCP Tiên Phong– Chi nhánh Sài Gòn (iv),50.000.000.000,250.000.000.000,50000000000.0,250000000000.0
Ngân hàng TMCP Sài Gòn Thương Tín– Sở giao dịch (iii),(b) Vay dài hạn > Ngân hàng TMCP Sài Gòn Thương Tín– Sở giao dịch (iii),Ngân hàng TMCP Sài Gòn Thương Tín– Sở giao dịch (iii),-,250.000.000.000,,250000000000.0
Ngân hàng TMCP Ngoại thương Việt Nam– Chi nhánh Sóc Trăng,(b) Vay dài hạn > Ngân hàng TMCP Ngoại thương Việt Nam– Chi nhánh Sóc Trăng,Ngân hàng TMCP Ngoại thương Việt Nam– Chi nhánh Sóc Trăng,-,45.545.188.393,,45545188393.0
,,,1.841.758.940.112,1.951.979.128.505,1841758940112.0,1951979128505.0
