row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,6.099.636.782.388,4.156.606.447.858,100.0,,6099636782388.0,4156606447858.0
I. Tiến và các khoản tương đương tiền,I. Tiến và các khoản tương đương tiền,I. Tiến và các khoản tương đương tiền,110,5,2.853.809.981.427,1.369.140.931.655,110.0,5.0,2853809981427.0,1369140931655.0
1. Tiến,1. Tiến,1. Tiến,111,,208.809.981.427,154.440.931.655,111.0,,208809981427.0,154440931655.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,2.645.000.000.000,1.214.700.000.000,112.0,,2645000000000.0,1214700000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,1.633.500.000.000,1.375.400.000.000,120.0,6.0,1633500000000.0,1375400000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,1.633.500.000.000,1.375.400.000.000,123.0,,1633500000000.0,1375400000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.589.756.247.034,1.390.590.911.526,130.0,,1589756247034.0,1390590911526.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,83.121.959.307,47.380.174.447,131.0,7.0,83121959307.0,47380174447.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,1.639.578.290,121.602.490.344,132.0,8.0,1639578290.0,121602490344.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,9,50.900.000.000,165.500.000.000,135.0,9.0,50900000000.0,165500000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,10,1.454.094.709.437,1.056.108.246.735,136.0,10.0,1454094709437.0,1056108246735.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,144.687.253,37.367.253,140.0,,144687253.0,37367253.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,144.687.253,37.367.253,141.0,,144687253.0,37367253.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,22.425.866.674,21.437.237.424,150.0,,22425866674.0,21437237424.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,21.940.365.566,3.087.525.970,151.0,,21940365566.0,3087525970.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,450.698.479,17.887.768.016,152.0,,450698479.0,17887768016.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,16,34.802.629,461.943.438,153.0,16.0,34802629.0,461943438.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.494.146.654.871,4.393.958.176.907,200.0,,4494146654871.0,4393958176907.0
I. Tài sản cổ định,I. Tài sản cổ định,I. Tài sản cổ định,220,,78.363.069.763,80.503.492.611,220.0,,78363069763.0,80503492611.0
1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,221,11,76.077.365.988,77.867.408.385,221.0,11.0,76077365988.0,77867408385.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,222,,198.202.675.392,186.028.181.054,222.0,,198202675392.0,186028181054.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(122.125.309.404),(108.160.772.669),223.0,,-122125309404.0,-108160772669.0
2. Tài sản cổ định vô hình,2. Tài sản cổ định vô hình,2. Tài sản cổ định vô hình,227,12,2.285.703.775,2.636.084.226,227.0,12.0,2285703775.0,2636084226.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,228,,59.637.431.560,59.059.796.560,228.0,,59637431560.0,59059796560.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(57.351.727.785),(56.423.712.334),229.0,,-57351727785.0,-56423712334.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,,-,198.378.872.071,240.0,,,198378872071.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,13,-,198.378.872.071,242.0,13.0,,198378872071.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,,4.413.694.020.815,4.113.694.020.815,250.0,,4413694020815.0,4113694020815.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,14,4.420.302.733.682,4.120.302.733.682,251.0,14.0,4420302733682.0,4120302733682.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,6,5.919.900.000,5.919.900.000,253.0,6.0,5919900000.0,5919900000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,6,(12.528.612.867),(12.528.612.867),254.0,6.0,-12528612867.0,-12528612867.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,2.089.564.293,1.381.791.410,260.0,,2089564293.0,1381791410.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,2.089.564.293,1.381.791.410,261.0,,2089564293.0,1381791410.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,10.593.783.437.259,8.550.564.624.765,270.0,,10593783437259.0,8550564624765.0
