row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Thay đổi hàng tồn kho,2. Điều chỉnh cho các khoản: > Thay đổi hàng tồn kho,Thay đổi hàng tồn kho,10,(107.320.000),311.265.754,10.0,-107320000.0,311265754.0
"Thay đổi các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản: > Thay đổi các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Thay đổi các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,254.501.920.040,(281.350.165.493),11.0,254501920040.0,-281350165493.0
Thay đổi chi phí trả trước,2. Điều chỉnh cho các khoản: > Thay đổi chi phí trả trước,Thay đổi chi phí trả trước,12,(2.123.542.942),6.329.483.870,12.0,-2123542942.0,6329483870.0
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(81.226.334.765),(46.414.438.521),14.0,-81226334765.0,-46414438521.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(8.458.770.365),-,15.0,-8458770365.0,
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,-,23.000.000.000,16.0,,23000000000.0
Tiền chi khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(23.276.111.435),(757.585.915),17.0,-23276111435.0,-757585915.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,4.676.430.941,(211.392.051.688),20.0,4676430941.0,-211392051688.0
II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(14.461.244.145),(345.309.009.816),21.0,-14461244145.0,-345309009816.0
"2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,2.142.290.910,102.545.211.112,22.0,2142290910.0,102545211112.0
"3. Tiền chi cho vay, mua công cụ nợ của đơn vị khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền chi cho vay, mua công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(4.209.700.000.000),(3.466.260.000.000),23.0,-4209700000000.0,-3466260000000.0
"4. Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",24,4.066.200.000.000,3.304.613.750.000,24.0,4066200000000.0,3304613750000.0
5. Tiền chi đầu tư góp vốn vào các đơn vị khác,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền chi đầu tư góp vốn vào các đơn vị khác,5. Tiền chi đầu tư góp vốn vào các đơn vị khác,25,(300.000.000.000),(122.500.000.000),25.0,-300000000000.0,-122500000000.0
"6. Thu lãi tiền cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Thu lãi tiền cho vay, cổ tức và lợi nhuận được chia","6. Thu lãi tiền cho vay, cổ tức và lợi nhuận được chia",27,1.269.804.837.216,1.410.437.290.918,27.0,1269804837216.0,1410437290918.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,813.985.883.981,883.527.242.214,30.0,813985883981.0,883527242214.0
