row_label_raw,row_label_full,Ông Bùi Quang Ngoc,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Nguyễn Thế Phương,Ông Nguyễn Thế Phương,Ông Nguyễn Thế Phương,Phó Tổng Giám đốc,
Ông Dương Dũng Triêu,Ông Dương Dũng Triêu,Ông Dương Dũng Triêu,Phó Tổng Giám đốc,
Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Phó Tổng Giám đốc (Bố nhiệm ngày 15 tháng 3 năm 2016),
Ông Nguyễn Khắc Thành,Ông Nguyễn Khắc Thành,Ông Nguyễn Khắc Thành,Phó Tổng Giám đốc (Miễn nhiệm ngày 01 tháng 01 năm 2017),
