row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Số dư các khoản cho vay,Số dư các khoản cho vay,Số dư các khoản cho vay,240.900.000.000,350.500.000.000,240900000000.0,350500000000.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,190.000.000.000,-,190000000000.0,
Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,Công ty Cổ phần Đô thị FPT Đà Nẵng,22.400.000.000,-,22400000000.0,
Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,17.500.000.000,17.500.000.000,17500000000.0,17500000000.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,11.000.000.000,196.000.000.000,11000000000.0,196000000000.0
Công ty TNHH Phăn mềm FPT,Công ty TNHH Phăn mềm FPT,Công ty TNHH Phăn mềm FPT,-,137.000.000.000,,137000000000.0
Số dư các khoản đi vay,Số dư các khoản đi vay,Số dư các khoản đi vay,2.768.000.000.000,1.263.750.000.000,2768000000000.0,1263750000000.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.295.000.000.000,703.000.000.000,1295000000000.0,703000000000.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,1.180.000.000.000,330.000.000.000,1180000000000.0,330000000000.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,200.000.000.000,-,200000000000.0,
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,93.000.000.000,84.000.000.000,93000000000.0,84000000000.0
Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,Công ty TNHH Phát triển Khu CN cao Hòa Lạc FPT,-,137.750.000.000,,137750000000.0
Công ty TNHH Dịch vụ Tin học FPT,Công ty TNHH Dịch vụ Tin học FPT,Công ty TNHH Dịch vụ Tin học FPT,-,9.000.000.000,,9000000000.0
"Phải thu cổ tức, lợi nhuận công ty con chuyển về","Phải thu cổ tức, lợi nhuận công ty con chuyển về","Phải thu cổ tức, lợi nhuận công ty con chuyển về",412.570.941.000,402.458.282.826,412570941000.0,402458282826.0
Công ty TNHH Phăn mềm FPT,Công ty TNHH Phăn mềm FPT,Công ty TNHH Phăn mềm FPT,200.000.000.000,167.000.000.000,200000000000.0,167000000000.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,100.000.000.000,42.500.000.000,100000000000.0,42500000000.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,62.570.941.000,-,62570941000.0,
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,50.000.000.000,37.500.000.000,50000000000.0,37500000000.0
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,-,116.000.000.000,,116000000000.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,-,39.458.282.826,,39458282826.0
