row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,21,258.623.254.038,156.330.520.200,1.0,21.0,258623254038.0,156330520200.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,21,-,81.940.445,2.0,21.0,,81940445.0
3. Doanh thu thuân về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuân về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuân về bán hàng và cung cấp dịch vụ (10=01-02),10,21,258.623.254.038,156.248.579.755,10.0,21.0,258623254038.0,156248579755.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,22,114.059.931.441,32.366.816.101,11.0,22.0,114059931441.0,32366816101.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,144.563.322.597,123.881.763.654,20.0,,144563322597.0,123881763654.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,24,1.287.816.271.604,1.878.520.803.974,21.0,24.0,1287816271604.0,1878520803974.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,25,88.454.329.392,24.173.370.415,22.0,25.0,88454329392.0,24173370415.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,88.414.336.030,46.427.314.824,23.0,,88414336030.0,46427314824.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,6.747.868.022,-,25.0,,6747868022.0,
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,,187.588.217.673,202.488.463.307,26.0,,187588217673.0,202488463307.0
10. Lợi nhuận thuân từ hoạt động kinh doanh (30=20+(21-22)-25-26),10. Lợi nhuận thuân từ hoạt động kinh doanh (30=20+(21-22)-25-26),10. Lợi nhuận thuân từ hoạt động kinh doanh (30=20+(21-22)-25-26),30,,1.149.589.179.114,1.775.740.733.906,30.0,,1149589179114.0,1775740733906.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,656.686.587,3.939.258.446,31.0,,656686587.0,3939258446.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,340.571.247,34.331.051,32.0,,340571247.0,34331051.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,316.115.340,3.904.927.395,40.0,,316115340.0,3904927395.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.149.905.294.454,1.779.645.661.301,50.0,,1149905294454.0,1779645661301.0
15. Chi phí thuế thu nhập doanh nghiệp hiền hành,15. Chi phí thuế thu nhập doanh nghiệp hiền hành,15. Chi phí thuế thu nhập doanh nghiệp hiền hành,51,26,9.971.872.150,2.538.779.133,51.0,26.0,9971872150.0,2538779133.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,1.139.933.422.304,1.777.106.882.168,60.0,,1139933422304.0,1777106882168.0
