row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,3.931.198.842.127,3.397.271.319.344,,,3931198842127.0,3397271319344.0
310,310,310,I. Nợ ngắn hạn,,1.876.766.257.285,1.997.199.321.456,,,1876766257285.0,1997199321456.0
311,311,311,1. Phải trả người bán ngắn hạn,15.1,55.803.092.288,53.649.599.129,,151.0,55803092288.0,53649599129.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,15.2,226.431.260.573,713.163.552.330,,152.0,226431260573.0,713163552330.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,116.500.702.288,104.892.958.728,,16.0,116500702288.0,104892958728.0
314,314,314,4. Phải trả người lao động,,-,28.928.000,,,,28928000.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,194.537.319.254,211.480.827.583,,17.0,194537319254.0,211480827583.0
319,319,319,6. Phải trả ngắn hạn khác,18,325.790.716.834,88.593.857.611,,18.0,325790716834.0,88593857611.0
320,320,320,7. Vay ngắn hạn,19,953.379.786.715,821.066.218.742,,19.0,953379786715.0,821066218742.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,4.323.379.333,4.323.379.333,,,4323379333.0,4323379333.0
330,330,330,II. Nợ dài hạn,,2.054.432.584.842,1.400.071.997.888,,,2054432584842.0,1400071997888.0
333,333,333,1. Chi phí phải trả dài hạn,17,777.902.785.752,752.634.304.581,,17.0,777902785752.0,752634304581.0
337,337,337,2. Phải trả dài hạn khác,18,61.950.580.036,61.950.580.036,,18.0,61950580036.0,61950580036.0
338,338,338,3. Vay dài hạn,19,1.175.496.779.774,546.196.613.739,,19.0,1175496779774.0,546196613739.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,26.3,38.130.471.318,38.338.531.570,,263.0,38130471318.0,38338531570.0
342,342,342,5. Dự phòng phải trả dài hạn,,951.967.962,951.967.962,,,951967962.0,951967962.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,6.899.967.492.218,6.331.788.075.395,,,6899967492218.0,6331788075395.0
410,410,410,I. Vốn chủ sở hữu,20,6.899.967.492.218,6.331.788.075.395,,20.0,6899967492218.0,6331788075395.0
411,411,411,1. Vốn cổ phần,,4.757.111.670.000,4.757.111.670.000,,,4757111670000.0,4757111670000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.757.111.670.000,4.757.111.670.000,,,4757111670000.0,4757111670000.0
412,412,412,2. Thặng dư vốn cổ phần,,988.533.430.000,988.533.430.000,,,988533430000.0,988533430000.0
415,415,415,3. Cổ phiếu quỹ,,(364.466.650.000),(364.466.650.000),,,-364466650000.0,-364466650000.0
418,418,418,4. Quỹ đầu tư phát triển,,2.223.693.823,2.223.693.823,,,2223693823.0,2223693823.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,1.516.565.348.395,948.385.931.572,,,1516565348395.0,948385931572.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,948.385.931.572,614.752.854.197,,,948385931572.0,614752854197.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,568.179.416.823,333.633.077.375,,,568179416823.0,333633077375.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,10.831.166.334.345,9.729.059.394.739,,,10831166334345.0,9729059394739.0
