row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty nhận tiền vay,-,174.225.500.000,,,174225500000.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty trả nợ vay,309.284.744.746,160.000.000.000,,309284744746.0,160000000000.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty trả lãi vay,715.255.232,28.764.174.161,,715255232.0,28764174161.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty nhận tiền vay,6.100.000.000,-,,6100000000.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty nhập lãi vay vào nợ gốc,20.537.925.144,-,,20537925144.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Lãi vay phải trả,17.468.217.036,-,,17468217036.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty nhận trả nợ vay,-,195.400.000.000,,,195400000000.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty trả nợ vay,-,61.783.679.189,,,61783679189.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Phải thu lãi trái phiếu KBC bond 005,8.238.187.499,33.241.652.778,,8238187499.0,33241652778.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty nhận trả nợ vay,111.592.687.097,195.400.000.000,,111592687097.0,195400000000.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty chuyển tiền cho vay,30.000.000.000,-,,30000000000.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Cty phải thu lãi cho vay,5.823.547.023,-,,5823547023.0,
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty phải thu lãi trái phiếu,182.680.138.847,183.008.756.743,,182680138847.0,183008756743.0
Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đô thị Tràng Cát,Công ty cho vay,1.900.000.000,-,,1900000000.0,
Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Công ty tạm ứng,93.990.136.422,82.397.476.856,,93990136422.0,82397476856.0
Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Công ty nhận hoàn ứng,81.402.828.189,54.161.635.400,,81402828189.0,54161635400.0
Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Công ty trả nợ gốc vay dài hạn,39.085.219.811,3.849.163.882,,39085219811.0,3849163882.0
