row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công ty KCT Engineering Ltd (*),Ngắn hạn > Công ty KCT Engineering Ltd (*),Công ty KCT Engineering Ltd (*),218.749.608.000,218.749.608.000,218749608000.0,218749608000.0
Công ty Cổ phần Dịch vụ Kinh Bắc (**),Ngắn hạn > Công ty Cổ phần Dịch vụ Kinh Bắc (**),Công ty Cổ phần Dịch vụ Kinh Bắc (**),171.453.774.208,40.000.000.000,171453774208.0,40000000000.0
Công ty Cổ phần Đầu tư Sài Gòn (***),Ngắn hạn > Công ty Cổ phần Đầu tư Sài Gòn (***),Công ty Cổ phần Đầu tư Sài Gòn (***),104.130.000.000,104.130.000.000,104130000000.0,104130000000.0
Công ty TNHH Một Thành Viên Công Nghệ Phúc Son,Ngắn hạn > Công ty TNHH Một Thành Viên Công Nghệ Phúc Son,Công ty TNHH Một Thành Viên Công Nghệ Phúc Son,22.517.550.000,-,22517550000.0,
Phải thu khách hàng mua nhà khu Phúc Ninh,Ngắn hạn > Phải thu khách hàng mua nhà khu Phúc Ninh,Phải thu khách hàng mua nhà khu Phúc Ninh,12.010.774.000,-,12010774000.0,
Công ty TNHH Hanwha Techwin Security Việt Nam,Ngắn hạn > Công ty TNHH Hanwha Techwin Security Việt Nam,Công ty TNHH Hanwha Techwin Security Việt Nam,5.922.720.000,-,5922720000.0,
Phải thu các bên liên quan (Thuyết minh số 27),Ngắn hạn > Phải thu các bên liên quan (Thuyết minh số 27),Phải thu các bên liên quan (Thuyết minh số 27),180.000.000,-,180000000.0,
Phải thu từ các khách hàng khác,Ngắn hạn > Phải thu từ các khách hàng khác,Phải thu từ các khách hàng khác,31.638.495.636,28.827.563.286,31638495636.0,28827563286.0
,,,566.602.921.844,391.707.171.286,566602921844.0,391707171286.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
- Công ty Cổ phần Dịch vụ Kinh Bắc (**),Dải hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (**),- Công ty Cổ phần Dịch vụ Kinh Bắc (**),26.434.546.048,211.863.915.704,26434546048.0,211863915704.0
,,,26.434.546.048,211.863.915.704,26434546048.0,211863915704.0
