row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình,,713.756.514.457,423.482.295.503,,,713756514457.0,423482295503.0
02,02,02,Lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình,,21.174.321.139,15.188.501.947,,,21174321139.0,15188501947.0
03,03,03,Các khoản dự phòng,,(26.797.936.890),(93.927.681.365),,,-26797936890.0,-93927681365.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,-,(105.981.613),,,,-105981613.0
05,05,05,Lãi từ hoạt động đầu tư,,(611.714.749.315),(211.331.240.828),,,-611714749315.0,-211331240828.0
06,06,06,Chi phí lãi vay,23,126.307.447.149,99.309.867.914,,23.0,126307447149.0,99309867914.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,222.725.596.540,232.615.761.558,,,222725596540.0,232615761558.0
09,09,09,Tăng các khoản phải thu,,(217.067.054.921),(243.642.626.934),,,-217067054921.0,-243642626934.0
10,10,10,(Tăng)/giảm hàng tồn kho,,(45.659.374.592),24.967.108.642,,,-45659374592.0,24967108642.0
11,11,11,"Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,134.399.976.519,430.719.763.610,,,134399976519.0,430719763610.0
12,12,12,(Tăng)/giảm chi phí trả trước,,(37.691.081.810),286.780.719,,,-37691081810.0,286780719.0
14,14,14,Tiền lãi vay đã trả,,(53.878.870.831),(61.897.813.413),,,-53878870831.0,-61897813413.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(115.122.278.380),(88.111.806.746),,,-115122278380.0,-88111806746.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,,(112.293.087.475),294.937.167.436,,,-112293087475.0,294937167436.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(26.596.043.150),(55.621.806.315),,,-26596043150.0,-55621806315.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1.080.000.000,2.500.000.000,,,1080000000.0,2500000000.0
23,23,23,"Tiền chỉ cho vay, mua các công cụ nợ của các đơn vị khác",,(682.854.625.419),(50.000.000.000),,,-682854625419.0,-50000000000.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,176.659.819.487,160.157.899.189,,,176659819487.0,160157899189.0
25,25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(1.359.168.000.000),(191.690.284.000),,,-1359168000000.0,-191690284000.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,1.407.118.000.000,278.279.899.189,,,1407118000000.0,278279899189.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,952.383.636,2.217.561.721,,,952383636.0,2217561721.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(482.808.465.446),145.843.269.784,,,-482808465446.0,145843269784.0
