row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ các bên liên quan(Thuyết minh số 27),Ngắn hạn > Phải thu từ các bên liên quan(Thuyết minh số 27),Phải thu từ các bên liên quan(Thuyết minh số 27),-,111.416.320.811,,111416320811.0
Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc,Ngắn hạn > Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc,Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc,-,6.992.700.000,,6992700000.0
Công ty Cổ phần Dịch vụ Kinh Bắc (*),Ngắn hạn > Công ty Cổ phần Dịch vụ Kinh Bắc (*),Công ty Cổ phần Dịch vụ Kinh Bắc (*),8.424.422.198,-,8424422198.0,
Công ty Cổ phần khu công nghiệpSài Gòn - Tây Ninh,Ngắn hạn > Công ty Cổ phần khu công nghiệpSài Gòn - Tây Ninh,Công ty Cổ phần khu công nghiệpSài Gòn - Tây Ninh,300.000.000,300.000.000,300000000.0,300000000.0
Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > Công ty Cổ phần Du lịch Sài Gòn,Công ty Cổ phần Du lịch Sài Gòn,500.000.000,500.000.000,500000000.0,500000000.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,9.224.422.198,119.209.020.811,9224422198.0,119209020811.0
Dự phòng phải thu khác về cho vay khó đòi,Ngắn hạn > Dự phòng phải thu khác về cho vay khó đòi,Dự phòng phải thu khác về cho vay khó đòi,(500.000.000),(500.000.000),-500000000.0,-500000000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu từ các bên liên quan(Thuyết minh số 27),Dài hạn > Phải thu từ các bên liên quan(Thuyết minh số 27),Phải thu từ các bên liên quan(Thuyết minh số 27),1.955.612.038.078,1.901.132.633.533,1955612038078.0,1901132633533.0
Công ty Cổ phần Dịch vụ Kinh Bắc (*),Dài hạn > Công ty Cổ phần Dịch vụ Kinh Bắc (*),Công ty Cổ phần Dịch vụ Kinh Bắc (*),16.200.000.000,-,16200000000.0,
Công ty CP Địa ốc Viễn Đông Việt Nam,Dài hạn > Công ty CP Địa ốc Viễn Đông Việt Nam,Công ty CP Địa ốc Viễn Đông Việt Nam,-,50.000.000.000,,50000000000.0
Ban quản lý dự án xây dựng thành phố BắcNinh (UBND thành phố Bắc Ninh),Dài hạn > Ban quản lý dự án xây dựng thành phố BắcNinh (UBND thành phố Bắc Ninh),Ban quản lý dự án xây dựng thành phố BắcNinh (UBND thành phố Bắc Ninh),700.000.000,700.000.000,700000000.0,700000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.972.512.038.078,1.951.832.633.533,1972512038078.0,1951832633533.0
