row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,7.033.862.039.634,6.495.187.255.222,,,7033862039634.0,6495187255222.0
210,210,210,I. Các khoản phải thu dài hạn,,3.213.714.345.983,2.559.982.112.902,,,3213714345983.0,2559982112902.0
211,211,211,1. Phải thu dài hạn của khách hàng,6.1,26.434.546.048,211.863.915.704,,61.0,26434546048.0,211863915704.0
215,215,215,2. Phải thu về cho vay dài hạn,7,1.972.512.038.078,1.951.832.633.533,,7.0,1972512038078.0,1951832633533.0
216,216,216,3. Phải thu dài hạn khác,8,1.214.767.761.857,396.285.563.665,,8.0,1214767761857.0,396285563665.0
220,220,220,II. Tài sản cố định,,85.006.944.846,86.782.219.855,,,85006944846.0,86782219855.0
221,221,221,1. Tài sản cố định hữu hình,10,85.006.944.846,86.782.219.855,,10.0,85006944846.0,86782219855.0
222,222,222,Nguyên giá,,186.626.386.375,178.687.826.946,,,186626386375.0,178687826946.0
223,223,223,Giá trị khấu hao lũy kế,,(101.619.441.529),(91.905.607.091),,,-101619441529.0,-91905607091.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,Nguyên giá,,36.958.000,36.958.000,,,36958000.0,36958000.0
229,227 > 229,229,Giá trị hao mòn lũy kế,,(36.958.000),(36.958.000),,,-36958000.0,-36958000.0
230,227 > 230,230,IV. Bất động sản đầu tư,,61.406.340.710,68.431.657.532,,,61406340710.0,68431657532.0
231,227 > 231,231,1. Nguyên giá,12,68.431.657.532,68.431.657.532,,12.0,68431657532.0,68431657532.0
232,227 > 232,232,2. Giá trị khấu hao lũy kế,,(7.025.316.822),-,,,-7025316822.0,
240,227 > 240,240,III. Tài sản dở dang dài hạn,11,17.341.391.085,115.038.553.515,,11.0,17341391085.0,115038553515.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,,17.341.391.085,115.038.553.515,,,17341391085.0,115038553515.0
250,227 > 250,250,V. Đầu tư tài chính dài hạn,14,3.655.726.412.374,3.664.325.227.018,,14.0,3655726412374.0,3664325227018.0
251,227 > 251,251,1. Đầu tư vào công ty con,14.1,2.858.566.314.000,2.894.189.897.744,,141.0,2858566314000.0,2894189897744.0
252,227 > 252,252,"2. Đầu tư vào các công ty liên doanh, liên kết",14.2,723.655.091.074,723.655.091.074,,142.0,723655091074.0,723655091074.0
253,227 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,14.3,448.500.200.000,448.500.200.000,,143.0,448500200000.0,448500200000.0
254,227 > 254,254,4. Dự phòng đầu tư tài chính dài hạn,"14.2, 14.3",(374.995.192.700),(402.019.961.800),,,-374995192700.0,-402019961800.0
260,227 > 260,260,VI. Tài sản dài hạn khác,,666.604.636,627.484.400,,,666604636.0,627484400.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,,666.604.636,627.484.400,,,666604636.0,627484400.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,10.831.166.334.345,9.729.059.394.739,,,10831166334345.0,9729059394739.0
