row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,121.703.191.785,187.846.470.702,121703191785.0,187846470702.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,72.415.465.059,137.339.779.736,72415465059.0,137339779736.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,49.287.726.726,50.506.690.967,49287726726.0,50506690967.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,35.831.245.379,4.470.193.703,35831245379.0,4470193703.0
Chi phí phải trả bên liên quan (Thuyết minh số 27),Ngắn hạn > Chi phí phải trả bên liên quan (Thuyết minh số 27),Chi phí phải trả bên liên quan (Thuyết minh số 27),32.892.601.526,16.088.372.329,32892601526.0,16088372329.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,4.110.280.564,3.075.790.849,4110280564.0,3075790849.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,194.537.319.254,211.480.827.583,194537319254.0,211480827583.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),777.902.785.752,732.179.909.040,777902785752.0,732179909040.0
Chi phí phải trả bên liên quan(Thuyết minh số 27),Dài hạn > Chi phí phải trả bên liên quan(Thuyết minh số 27),Chi phí phải trả bên liên quan(Thuyết minh số 27),-,20.454.395.541,,20454395541.0
,,,777.902.785.752,752.634.304.581,777902785752.0,752634304581.0
