row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp/cấn trừ trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp/cấn trừ trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,84.503.484.676,145.785.157.886,(115.122.278.380),115.166.364.182,84503484676.0,145785157886.0,-115122278380.0,115166364182.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,18.938.548.006,(11.736.140.466),(6.452.560.394),749.847.146,18938548006.0,-11736140466.0,-6452560394.0,749847146.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,117.943.778,2.969.576.458,(2.850.348.184),237.172.052,117943778.0,2969576458.0,-2850348184.0,237172052.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.332.982.268,916.018.857,(1.901.682.217),347.318.908,1332982268.0,916018857.0,-1901682217.0,347318908.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,104.892.958.728,137.934.612.735,(126.326.869.175),116.500.702.288,104892958728.0,137934612735.0,-126326869175.0,116500702288.0
