row_label_raw,row_label_full,col_0,31/12/2016VND,1/1/2016VND,numeric__31/12/2016VND,numeric__1/1/2016VND
Phải thu từ các công ty con (i),Phải thu từ các công ty con (i),Phải thu từ các công ty con (i),1.962.320.000.000,-,1962320000000.0,
Phải thu ngắn hạn khác bao gồm:,Phải thu ngắn hạn khác bao gồm:,Phải thu ngắn hạn khác bao gồm:,Phải thu ngắn hạn khác bao gồm:,Phải thu ngắn hạn khác bao gồm:,,
,,,31/12/2016VND,1/1/2016VND,,
Phải thu từ các bên liên quan (i),Phải thu ngắn hạn khác bao gồm: > Phải thu từ các bên liên quan (i),Phải thu từ các bên liên quan (i),1.359.402.734.713,-,1359402734713.0,
Cổ tức phải thu,Phải thu ngắn hạn khác bao gồm: > Cổ tức phải thu,Cổ tức phải thu,1.207.540.953.000,-,1207540953000.0,
Khoản phải thu phi thương mại từ công ty mẹ (ii),Phải thu ngắn hạn khác bao gồm: > Khoản phải thu phi thương mại từ công ty mẹ (ii),Khoản phải thu phi thương mại từ công ty mẹ (ii),142.244.000.000,142.244.000.000,142244000000.0,142244000000.0
Phải thu từ các dịch vụ,Phải thu ngắn hạn khác bao gồm: > Phải thu từ các dịch vụ,Phải thu từ các dịch vụ,11.547.311.554,11.547.311.554,11547311554.0,11547311554.0
Lãi tiền gửi ngân hàng phải thu,Phải thu ngắn hạn khác bao gồm: > Lãi tiền gửi ngân hàng phải thu,Lãi tiền gửi ngân hàng phải thu,1.226.467.925,2.905.373.161,1226467925.0,2905373161.0
Ký quỹ ngắn hạn,Phải thu ngắn hạn khác bao gồm: > Ký quỹ ngắn hạn,Ký quỹ ngắn hạn,69.500.000,29.500.000,69500000.0,29500000.0
Phải thu khác,Phải thu ngắn hạn khác bao gồm: > Phải thu khác,Phải thu khác,129.934.000,444.709.829,129934000.0,444709829.0
,,,2.722.160.901.192,157.170.894.544,2722160901192.0,157170894544.0
Phải thu về cho vay dài hạn bao gồm:,Phải thu về cho vay dài hạn bao gồm:,Phải thu về cho vay dài hạn bao gồm:,Phải thu về cho vay dài hạn bao gồm:,Phải thu về cho vay dài hạn bao gồm:,,
,,,31/12/2016VND,1/1/2016VND,,
Phải thu từ các công ty con (iii),Phải thu về cho vay dài hạn bao gồm: > Phải thu từ các công ty con (iii),Phải thu từ các công ty con (iii),2.346.000.000.000,4.773.374.085.011,2346000000000.0,4773374085011.0
Phải thu dài hạn khác bao gồm:,Phải thu dài hạn khác bao gồm:,Phải thu dài hạn khác bao gồm:,Phải thu dài hạn khác bao gồm:,Phải thu dài hạn khác bao gồm:,,
,,,31/12/2016VND,1/1/2016VND,,
Ký quỹ dài hạn,Phải thu dài hạn khác bao gồm: > Ký quỹ dài hạn,Ký quỹ dài hạn,2.313.495.000,2.313.495.000,2313495000.0,2313495000.0
Phải thu từ các bên liên quan (iii),Phải thu dài hạn khác bao gồm: > Phải thu từ các bên liên quan (iii),Phải thu từ các bên liên quan (iii),1.346.190.523.829,3.132.670.500.348,1346190523829.0,3132670500348.0
,,,1.348.504.018.829,3.134.983.995.348,1348504018829.0,3134983995348.0
