row_label_raw,row_label_full,col_0,31/12/2016 > % sở hữu,31/12/2016 > % quyền biểu quyết,31/12/2016 > Giá gốc VND,31/12/2016 > Dự phòng VND,31/12/2016 > Giá trị hợp lý VND,31/12/2016 > % sở hữu_1,1/1/2016 > % quyền biểu quyết,1/1/2016 > Giá gốc VND,1/1/2016 > Dự phòng VND,numeric__31/12/2016 > % sở hữu,numeric__31/12/2016 > % quyền biểu quyết,numeric__31/12/2016 > Giá gốc VND,numeric__31/12/2016 > Dự phòng VND,numeric__31/12/2016 > Giá trị hợp lý VND,numeric__31/12/2016 > % sở hữu_1,numeric__1/1/2016 > % quyền biểu quyết,numeric__1/1/2016 > Giá gốc VND,numeric__1/1/2016 > Dự phòng VND
Công ty TNHH MasanConsumerHoldings (“MCH”),Công ty TNHH MasanConsumerHoldings (“MCH”),Công ty TNHH MasanConsumerHoldings (“MCH”),"85,7%","85,7%",516.600.000.000,-,(*),"100,0%","100,0%",516.600.000.000,- (*),0.857,0.857,516600000000.0,,,1.0,1.0,516600000000.0,
Công ty Cổ phần Tầm Nhìn Masan (“MH”),Công ty Cổ phần Tầm Nhìn Masan (“MH”),Công ty Cổ phần Tầm Nhìn Masan (“MH”),"99,9%","99,9%",6.616.814.880.000,-,(*),"99,9%","99,9%",3.816.814.880.000,- (*),0.9990000000000001,0.9990000000000001,6616814880000.0,,,0.9990000000000001,0.9990000000000001,3816814880000.0,
Công ty Cổ phần Masan Nutri-Science (trước dây là Công ty TNHH Masan Nutri-Science) (“MNS”),Công ty Cổ phần Masan Nutri-Science (trước dây là Công ty TNHH Masan Nutri-Science) (“MNS”),Công ty Cổ phần Masan Nutri-Science (trước dây là Công ty TNHH Masan Nutri-Science) (“MNS”),"89,4%","89,4%",1.961.306.153.823,-,(*),"99,9%","99,9%",2.192.690.277.778,- (*),0.894,0.894,1961306153823.0,,,0.9990000000000001,0.9990000000000001,2192690277778.0,
,,,,,9.094.721.033.823,-,(*),,,6.526.105.157.778,- (*),,,9094721033823.0,,,,,6526105157778.0,
