row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
LDG,Phải thu ngắn hạn của khách hàng > LDG,LDG,Công ty liên kết,Doanh thu dịch vụ xây dựng,3.623.952.600,-,,,3623952600.0,
LDG,Phải thu ngắn hạn của khách hàng > LDG,LDG,Công ty liên kết,Doanh thu dịch vụ bất động sản,3.139.913.414,-,,,3139913414.0,
LDG,Phải thu ngắn hạn của khách hàng > LDG,LDG,Công ty liên kết,Phí dịch vụ tư vấn,-,745.000.000,,,,745000000.0
Queen Land,Phải thu ngắn hạn của khách hàng > Queen Land,Queen Land,Công ty liên kết,Phí dịch vụ,-,367.744.156,,,,367744156.0
Ông Lương Trí Tú,Phải thu ngắn hạn của khách hàng > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Doanh thu bán căn hộ,73.506.490,-,,,73506490.0,
,,,,,6.837.372.504,1.112.744.156,,,6837372504.0,1112744156.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,,
LDG,Phải thu về cho vay ngắn hạn > LDG,LDG,Công ty liên kết,Cho vay,34.800.000.000,10.000.000.000,,,34800000000.0,10000000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Ông Trần Công Luận,Phải thu ngắn hạn khác > Ông Trần Công Luận,Ông Trần Công Luận,Phó TGD,Tạm ứng,3.154.000.000,-,,,3154000000.0,
Ông Lương Trí Tú,Phải thu ngắn hạn khác > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Tạm ứng,3.011.726.866,3.432.426.866,,,3011726866.0,3432426866.0
Ông Nguyễn Khánh Hưng,Phải thu ngắn hạn khác > Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Chủ tịch HĐQT,Tạm ứng,1.428.922.600,1.204.322.600,,,1428922600.0,1204322600.0
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Lãi từ cho vay,1.415.000.000,8.418.562.500,,,1415000000.0,8418562500.0
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Ký quỹ,940.000.000,-,,,940000000.0,
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Chỉ hộ,60.000.000,-,,,60000000.0,
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Vốn góp HĐHTKD,-,260.000.000.000,,,,260000000000.0
Queen Land,Phải thu ngắn hạn khác > Queen Land,Queen Land,Công ty liên kết,Cổ tức,-,680.400.000,,,,680400000.0
,,,,,10.009.649.466,273.735.711.966,,,10009649466.0,273735711966.0
