row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,294.965.620.501,235.752.853.790,294965620501.0,235752853790.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,151.070.985.763,97.886.886.685,151070985763.0,97886886685.0
- Chi phí môi giới,- Chi phí môi giới,- Chi phí môi giới,68.469.451.506,37.206.800.315,68469451506.0,37206800315.0
- Chi phí quảng cáo,- Chi phí quảng cáo,- Chi phí quảng cáo,26.257.189.839,59.324.438.925,26257189839.0,59324438925.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,817.787.710,221.453.202,817787710.0,221453202.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,48.350.205.683,41.113.274.663,48350205683.0,41113274663.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,248.557.710.590,172.799.115.614,248557710590.0,172799115614.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,145.237.375.908,104.172.159.680,145237375908.0,104172159680.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,45.240.350.306,32.928.230.535,45240350306.0,32928230535.0
- Chi phí lợi thế thương mại,- Chi phí lợi thế thương mại,- Chi phí lợi thế thương mại,7.313.668.965,2.969.262.581,7313668965.0,2969262581.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,5.633.856.686,3.989.379.244,5633856686.0,3989379244.0
- Hoàn nhập dự phòng,- Hoàn nhập dự phòng,- Hoàn nhập dự phòng,(242.054.119),(326.356.063),-242054119.0,-326356063.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,45.374.512.844,29.066.439.637,45374512844.0,29066439637.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,543.523.331.091,408.551.969.404,543523331091.0,408551969404.0
