row_label_raw,row_label_full,Vay dài hạn,Vay dài hạn_1,numeric__Vay dài hạn_1
đến hạn trả,đến hạn trả,đến hạn trả,105.712.153.196,105712153196.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,592.465.676.966,592465676966.0
