row_label_raw,row_label_full,col_0,col_1,Số cuối năm > Tỷ lệbiểuquyết(%),Số cuối năm > Giá trịghi sốVND,Số đầu năm > Tỷ lệbiểuquyết(%),Số đầu năm > Giá trịghi sốVND,numeric__col_1,numeric__Số cuối năm > Tỷ lệbiểuquyết(%),numeric__Số cuối năm > Giá trịghi sốVND,numeric__Số đầu năm > Tỷ lệbiểuquyết(%),numeric__Số đầu năm > Giá trịghi sốVND
"Công ty Cổ phầnĐầu tư LDG(""LDG"") (*)","Công ty Cổ phầnĐầu tư LDG(""LDG"") (*)","Công ty Cổ phầnĐầu tư LDG(""LDG"") (*)",Kinh doanhBDS,"43,38",844.099.020.056,"41,33",461.086.042.448,,43.38,844099020056.0,41.33,461086042448.0
"Công ty TNHH Du lịch Địa ốc Phú Lạc – Phú Quốc(""Phú Lạc – Phú Quốc"")","Công ty TNHH Du lịch Địa ốc Phú Lạc – Phú Quốc(""Phú Lạc – Phú Quốc"")","Công ty TNHH Du lịch Địa ốc Phú Lạc – Phú Quốc(""Phú Lạc – Phú Quốc"")",Dịch vụ du lịch,"29,50",117.984.191.311,"29,50",117.984.191.311,,29.5,117984191311.0,29.5,117984191311.0
"Công ty Cổ phầnThương mại và Dịch vụ Bất động sản Queen Land(""Queen Land"")","Công ty Cổ phầnThương mại và Dịch vụ Bất động sản Queen Land(""Queen Land"")","Công ty Cổ phầnThương mại và Dịch vụ Bất động sản Queen Land(""Queen Land"")",Kinh doanhBDS,-,-,36,982.803.939,,,,36.0,982803939.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,962.083.211.367,,580.053.037.698,,,962083211367.0,,580053037698.0
