row_label_raw,row_label_full,col_0,col_1,Số cuối năm,VND Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__VND Số đầu năm
Cho vay bên khác,Cho vay bên khác,Cho vay bên khác,(i),137.500.000.000,8.238.874.721,,137500000000.0,8238874721.0
Cho vay bên liên quan (Thuyết minh số 35),Cho vay bên liên quan (Thuyết minh số 35),Cho vay bên liên quan (Thuyết minh số 35),(ii),34.800.000.000,10.000.000.000,,34800000000.0,10000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,172.300.000.000,18.238.874.721,,172300000000.0,18238874721.0
